World Series,Team 1,Team 1 Pitchers,Team 1 Pitchers Links,Team 1 wins,Team 2,Team 2 Pitchers,Team 2 Pitchers Links,Team 2 wins,Links
1976 World Series,Cincinnati Reds 1976 World Series Composite Pitching Statistics,['Jack Billingham\nPedro Borbon\nDon Gullett\nWill McEnaney\nGary Nolan\nFred Norman\nPat Zachry'],"[['https://www.baseball-almanac.com/players/player.php?p=billija01', 'https://www.baseball-almanac.com/players/player.php?p=borbope01', 'https://www.baseball-almanac.com/players/player.php?p=gulledo01', 'https://www.baseball-almanac.com/players/player.php?p=mcenawi01', 'https://www.baseball-almanac.com/players/player.php?p=nolanga01', 'https://www.baseball-almanac.com/players/player.php?p=normafr01', 'https://www.baseball-almanac.com/players/player.php?p=zachrpa01']]",4,New York Yankees 1976 World Series Composite Pitching Statistics,['Doyle Alexander\nDock Ellis\nEd Figueroa\nCatfish Hunter\nGrant Jackson\nSparky Lyle\nDick Tidrow'],"[['https://www.baseball-almanac.com/players/player.php?p=alexado01', 'https://www.baseball-almanac.com/players/player.php?p=ellisdo01', 'https://www.baseball-almanac.com/players/player.php?p=figueed01', 'https://www.baseball-almanac.com/players/player.php?p=hunteca01', 'https://www.baseball-almanac.com/players/player.php?p=jacksgr01', 'https://www.baseball-almanac.com/players/player.php?p=lylesp01', 'https://www.baseball-almanac.com/players/player.php?p=tidrodi01']]",0,https://www.baseball-almanac.com/ws/yr1976ws.shtml
1977 World Series,New York Yankees 1977 World Series Composite Pitching Statistics,['Ken Clay\nRon Guidry\nDon Gullett\nCatfish Hunter\nSparky Lyle\nDick Tidrow\nMike Torrez'],"[['https://www.baseball-almanac.com/players/player.php?p=clayke01', 'https://www.baseball-almanac.com/players/player.php?p=guidrro01', 'https://www.baseball-almanac.com/players/player.php?p=gulledo01', 'https://www.baseball-almanac.com/players/player.php?p=hunteca01', 'https://www.baseball-almanac.com/players/player.php?p=lylesp01', 'https://www.baseball-almanac.com/players/player.php?p=tidrodi01', 'https://www.baseball-almanac.com/players/player.php?p=torremi01']]",4,Los Angeles Dodgers 1977 World Series Composite Hitting Statistics,['Mike Garman\nBurt Hooton\nCharlie Hough\nTommy John\nDoug Rau\nLance Rautzhan\nRick Rhoden\nElias Sosa\nDon Sutton'],"[['https://www.baseball-almanac.com/players/player.php?p=garmami01', 'https://www.baseball-almanac.com/players/player.php?p=hootobu01', 'https://www.baseball-almanac.com/players/player.php?p=houghch01', 'https://www.baseball-almanac.com/players/player.php?p=johnto01', 'https://www.baseball-almanac.com/players/player.php?p=raudo01', 'https://www.baseball-almanac.com/players/player.php?p=rautzla01', 'https://www.baseball-almanac.com/players/player.php?p=rhoderi01', 'https://www.baseball-almanac.com/players/player.php?p=sosael01', 'https://www.baseball-almanac.com/players/player.php?p=suttodo01']]",2,https://www.baseball-almanac.com/ws/yr1977ws.shtml
1978 World Series,Composite Pitching Statistics,['Jim Beattie\nKen Clay\nEd Figueroa\nRich Gossage\nRon Guidry\nCatfish Hunter\nPaul Lindblad\nDick Tidrow'],"[['https://www.baseball-almanac.com/players/player.php?p=beattji01', 'https://www.baseball-almanac.com/players/player.php?p=clayke01', 'https://www.baseball-almanac.com/players/player.php?p=figueed01', 'https://www.baseball-almanac.com/players/player.php?p=gossari01', 'https://www.baseball-almanac.com/players/player.php?p=guidrro01', 'https://www.baseball-almanac.com/players/player.php?p=hunteca01', 'https://www.baseball-almanac.com/players/player.php?p=lindbpa01', 'https://www.baseball-almanac.com/players/player.php?p=tidrodi01']]",4,Composite Pitching Statistics,['Terry Forster\nBurt Hooton\nCharlie Hough\nTommy John\nDoug Rau\nLance Rautzhan\nDon Sutton\nBob Welch'],"[['https://www.baseball-almanac.com/players/player.php?p=forstte01', 'https://www.baseball-almanac.com/players/player.php?p=hootobu01', 'https://www.baseball-almanac.com/players/player.php?p=houghch01', 'https://www.baseball-almanac.com/players/player.php?p=johnto01', 'https://www.baseball-almanac.com/players/player.php?p=raudo01', 'https://www.baseball-almanac.com/players/player.php?p=rautzla01', 'https://www.baseball-almanac.com/players/player.php?p=suttodo01', 'https://www.baseball-almanac.com/players/player.php?p=welchbo01']]",2,https://www.baseball-almanac.com/ws/yr1978ws.shtml
1979 World Series,Pittsburgh Pirates 1979 World Series Composite Pitching Statistics,['Jim Bibby\nBert Blyleven\nJohn Candelaria\nGrant Jackson\nBruce Kison\nDon Robinson\nEnrique Romo\nJim Rooker\nKent Tekulve'],"[['https://www.baseball-almanac.com/players/player.php?p=bibbyji01', 'https://www.baseball-almanac.com/players/player.php?p=blylebe01', 'https://www.baseball-almanac.com/players/player.php?p=candejo01', 'https://www.baseball-almanac.com/players/player.php?p=jacksgr01', 'https://www.baseball-almanac.com/players/player.php?p=kisonbr01', 'https://www.baseball-almanac.com/players/player.php?p=robindo01', 'https://www.baseball-almanac.com/players/player.php?p=romoen01', 'https://www.baseball-almanac.com/players/player.php?p=rookeji01', 'https://www.baseball-almanac.com/players/player.php?p=tekulke01']]",4,Baltimore Orioles 1979 World Series Composite Pitching Statistics,['Mike Flanagan\nTippy Martinez\nDennis Martinez\nScott McGregor\nJim Palmer\nDon Stanhouse\nSammy Stewart\nTim Stoddard\nSteve Stone'],"[['https://www.baseball-almanac.com/players/player.php?p=flanami01', 'https://www.baseball-almanac.com/players/player.php?p=martiti01', 'https://www.baseball-almanac.com/players/player.php?p=martide01', 'https://www.baseball-almanac.com/players/player.php?p=mcgresc01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01', 'https://www.baseball-almanac.com/players/player.php?p=stanhdo01', 'https://www.baseball-almanac.com/players/player.php?p=stewasa01', 'https://www.baseball-almanac.com/players/player.php?p=stoddti01', 'https://www.baseball-almanac.com/players/player.php?p=stonest01']]",3,https://www.baseball-almanac.com/ws/yr1979ws.shtml
1980 World Series,Philadelphia Phillies 1980 World Series Composite Pitching Statistics,['Warren Brusstar\nMarty Bystrom\nSteve Carlton\nLarry Christenson\nTug McGraw\nDickie Noles\nRon Reed\nDick Ruthven\nKevin Saucier\nBob Walk'],"[['https://www.baseball-almanac.com/players/player.php?p=brusswa01', 'https://www.baseball-almanac.com/players/player.php?p=bystrma01', 'https://www.baseball-almanac.com/players/player.php?p=carltst01', 'https://www.baseball-almanac.com/players/player.php?p=chrisla01', 'https://www.baseball-almanac.com/players/player.php?p=mcgratu01', 'https://www.baseball-almanac.com/players/player.php?p=nolesdi01', 'https://www.baseball-almanac.com/players/player.php?p=reedro01', 'https://www.baseball-almanac.com/players/player.php?p=ruthvdi01', 'https://www.baseball-almanac.com/players/player.php?p=saucike01', 'https://www.baseball-almanac.com/players/player.php?p=walkbo01']]",4,Kansas City Royals 1980 World Series Composite Pitching Statistics,['Rich Gale\nLarry Gura\nDennis Leonard\nRenie Martin\nMarty Pattin\nDan Quisenberry\nPaul Splittorff'],"[['https://www.baseball-almanac.com/players/player.php?p=galeri01', 'https://www.baseball-almanac.com/players/player.php?p=gurala01', 'https://www.baseball-almanac.com/players/player.php?p=leonade01', 'https://www.baseball-almanac.com/players/player.php?p=martire01', 'https://www.baseball-almanac.com/players/player.php?p=pattima01', 'https://www.baseball-almanac.com/players/player.php?p=quiseda01', 'https://www.baseball-almanac.com/players/player.php?p=splitpa01']]",2,https://www.baseball-almanac.com/ws/yr1980ws.shtml
1981 World Series,Los Angeles Dodgers 1981 World Series Composite Pitching Statistics,['Bobby Castillo\nTerry Forster\nDave Goltz\nBurt Hooton\nSteve Howe\nTom Niedenfuer\nJerry Reuss\nDave Stewart\nFernando Valenzuela\nBob Welch'],"[['https://www.baseball-almanac.com/players/player.php?p=castibo01', 'https://www.baseball-almanac.com/players/player.php?p=forstte01', 'https://www.baseball-almanac.com/players/player.php?p=goltzda01', 'https://www.baseball-almanac.com/players/player.php?p=hootobu01', 'https://www.baseball-almanac.com/players/player.php?p=howest01', 'https://www.baseball-almanac.com/players/player.php?p=niedeto01', 'https://www.baseball-almanac.com/players/player.php?p=reussje01', 'https://www.baseball-almanac.com/players/player.php?p=stewada01', 'https://www.baseball-almanac.com/players/player.php?p=valenfe01', 'https://www.baseball-almanac.com/players/player.php?p=welchbo01']]",4,New York Yankees 1981 World Series Composite Pitching Statistics,['Ron Davis\nGeorge Frazier\nRich Gossage\nRon Guidry\nTommy John\nDave LaRoche\nRudy May\nRick Reuschel\nDave Righetti'],"[['https://www.baseball-almanac.com/players/player.php?p=davisro02', 'https://www.baseball-almanac.com/players/player.php?p=frazige01', 'https://www.baseball-almanac.com/players/player.php?p=gossari01', 'https://www.baseball-almanac.com/players/player.php?p=guidrro01', 'https://www.baseball-almanac.com/players/player.php?p=johnto01', 'https://www.baseball-almanac.com/players/player.php?p=larocda01', 'https://www.baseball-almanac.com/players/player.php?p=mayru01', 'https://www.baseball-almanac.com/players/player.php?p=reuscri01', 'https://www.baseball-almanac.com/players/player.php?p=righeda01']]",2,https://www.baseball-almanac.com/ws/yr1981ws.shtml
1982 World Series,St. Louis Cardinals 1982 World Series Composite Pitching Statistics,['Joaquin Andujar\nDoug Bair\nBob Forsch\nJim Kaat\nJeff Lahti\nDave LaPoint\nJohn Stuper\nBruce Sutter'],"[['https://www.baseball-almanac.com/players/player.php?p=andujjo01', 'https://www.baseball-almanac.com/players/player.php?p=bairdo01', 'https://www.baseball-almanac.com/players/player.php?p=forscbo01', 'https://www.baseball-almanac.com/players/player.php?p=kaatji01', 'https://www.baseball-almanac.com/players/player.php?p=lahtije01', 'https://www.baseball-almanac.com/players/player.php?p=lapoida01', 'https://www.baseball-almanac.com/players/player.php?p=stupejo01', 'https://www.baseball-almanac.com/players/player.php?p=suttebr01']]",4,Milwaukee Brewerss 1982 World Series Composite Pitching Statistics,['Dwight Bernard\nMike Caldwell\nMoose Haas\nPete Ladd\nBob McClure\nDoc Medich\nJim Slaton\nDon Sutton\nPete Vuckovich'],"[['https://www.baseball-almanac.com/players/player.php?p=bernadw01', 'https://www.baseball-almanac.com/players/player.php?p=caldwmi01', 'https://www.baseball-almanac.com/players/player.php?p=haasmo01', 'https://www.baseball-almanac.com/players/player.php?p=laddpe01', 'https://www.baseball-almanac.com/players/player.php?p=mcclubo01', 'https://www.baseball-almanac.com/players/player.php?p=medicdo01', 'https://www.baseball-almanac.com/players/player.php?p=slatoji01', 'https://www.baseball-almanac.com/players/player.php?p=suttodo01', 'https://www.baseball-almanac.com/players/player.php?p=vuckope01']]",3,https://www.baseball-almanac.com/ws/yr1982ws.shtml
1983 World Series,Baltimore Orioles 1983 World Series Composite Pitching Statistics,['Mike Boddicker\nStorm Davis\nMike Flanagan\nTippy Martinez\nScott McGregor\nJim Palmer\nSammy Stewart'],"[['https://www.baseball-almanac.com/players/player.php?p=boddimi01', 'https://www.baseball-almanac.com/players/player.php?p=davisst02', 'https://www.baseball-almanac.com/players/player.php?p=flanami01', 'https://www.baseball-almanac.com/players/player.php?p=martiti01', 'https://www.baseball-almanac.com/players/player.php?p=mcgresc01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01', 'https://www.baseball-almanac.com/players/player.php?p=stewasa01']]",4,Philadelphia Phillies 1983 World Series Composite Pitching Statistics,['Larry Andersen\nMarty Bystrom\nSteve Carlton\nJohn Denny\nWillie Hernandez\nAl Holland\nCharles Hudson\nRon Reed'],"[['https://www.baseball-almanac.com/players/player.php?p=anderla02', 'https://www.baseball-almanac.com/players/player.php?p=bystrma01', 'https://www.baseball-almanac.com/players/player.php?p=carltst01', 'https://www.baseball-almanac.com/players/player.php?p=dennyjo01', 'https://www.baseball-almanac.com/players/player.php?p=hernawi01', 'https://www.baseball-almanac.com/players/player.php?p=hollaal01', 'https://www.baseball-almanac.com/players/player.php?p=hudsoch02', 'https://www.baseball-almanac.com/players/player.php?p=reedro01']]",1,https://www.baseball-almanac.com/ws/yr1983ws.shtml
1984 World Series,Composite Pitching Statistics,['Doug Bair\nWillie Hernandez\nAurelio Lopez\nJack Morris\nDan Petry\nBill Scherrer\nMilt Wilcox'],"[['https://www.baseball-almanac.com/players/player.php?p=bairdo01', 'https://www.baseball-almanac.com/players/player.php?p=hernawi01', 'https://www.baseball-almanac.com/players/player.php?p=lopezau01', 'https://www.baseball-almanac.com/players/player.php?p=morrija02', 'https://www.baseball-almanac.com/players/player.php?p=petryda01', 'https://www.baseball-almanac.com/players/player.php?p=scherbi01', 'https://www.baseball-almanac.com/players/player.php?p=wilcomi01']]",4,Composite Pitching Statistics,['Greg Booker\nDave Dravecky\nRich Gossage\nGreg Harris\nAndy Hawkins\nCraig Lefferts\nTim Lollar\nEric Show\nMark Thurmond\nEd Whitson'],"[['https://www.baseball-almanac.com/players/player.php?p=bookegr01', 'https://www.baseball-almanac.com/players/player.php?p=draveda01', 'https://www.baseball-almanac.com/players/player.php?p=gossari01', 'https://www.baseball-almanac.com/players/player.php?p=harrigr01', 'https://www.baseball-almanac.com/players/player.php?p=hawkian01', 'https://www.baseball-almanac.com/players/player.php?p=leffecr01', 'https://www.baseball-almanac.com/players/player.php?p=lollati01', 'https://www.baseball-almanac.com/players/player.php?p=shower01', 'https://www.baseball-almanac.com/players/player.php?p=thurmma01', 'https://www.baseball-almanac.com/players/player.php?p=whitsed01']]",1,https://www.baseball-almanac.com/ws/yr1984ws.shtml
1985 World Series,Kansas City Royals 1985 World Series Composite Pitching Statistics,['Joe Beckwith\nBud Black\nDanny Jackson\nCharlie Leibrandt\nDan Quisenberry\nBret Saberhagen'],"[['https://www.baseball-almanac.com/players/player.php?p=beckwjo01', 'https://www.baseball-almanac.com/players/player.php?p=blackbu02', 'https://www.baseball-almanac.com/players/player.php?p=jacksda02', 'https://www.baseball-almanac.com/players/player.php?p=leibrch01', 'https://www.baseball-almanac.com/players/player.php?p=quiseda01', 'https://www.baseball-almanac.com/players/player.php?p=saberbr01']]",4,St. Louis Cardinals 1985 World Series Composite Pitching Statistics,['Joaquin Andujar\nBill Campbell\nDanny Cox\nKen Dayley\nBob Forsch\nRicky Horton\nJeff Lahti\nJohn Tudor\nTodd Worrell'],"[['https://www.baseball-almanac.com/players/player.php?p=andujjo01', 'https://www.baseball-almanac.com/players/player.php?p=campbbi02', 'https://www.baseball-almanac.com/players/player.php?p=coxda01', 'https://www.baseball-almanac.com/players/player.php?p=dayleke01', 'https://www.baseball-almanac.com/players/player.php?p=forscbo01', 'https://www.baseball-almanac.com/players/player.php?p=hortori01', 'https://www.baseball-almanac.com/players/player.php?p=lahtije01', 'https://www.baseball-almanac.com/players/player.php?p=tudorjo01', 'https://www.baseball-almanac.com/players/player.php?p=worreto01']]",3,https://www.baseball-almanac.com/ws/yr1985ws.shtml
1986 World Series,New York Mets 1986 World Series Composite Pitching Statistics,['Rick Aguilera\nRon Darling\nSid Fernandez\nDwight Gooden\nRoger McDowell\nBob Ojeda\nJesse Orosco\nDoug Sisk'],"[['https://www.baseball-almanac.com/players/player.php?p=aguilri01', 'https://www.baseball-almanac.com/players/player.php?p=darliro01', 'https://www.baseball-almanac.com/players/player.php?p=fernasi01', 'https://www.baseball-almanac.com/players/player.php?p=goodedw01', 'https://www.baseball-almanac.com/players/player.php?p=mcdowro01', 'https://www.baseball-almanac.com/players/player.php?p=ojedabo01', 'https://www.baseball-almanac.com/players/player.php?p=oroscje01', 'https://www.baseball-almanac.com/players/player.php?p=siskdo01']]",4,Boston Red Sox 1986 World Series Composite Pitching Statistics,['Oil Can Boyd\nRoger Clemens\nSteve Crawford\nBruce Hurst\nAl Nipper\nJoe Sambito\nCalvin Schiraldi\nBob Stanley'],"[['https://www.baseball-almanac.com/players/player.php?p=boydoi01', 'https://www.baseball-almanac.com/players/player.php?p=clemero02', 'https://www.baseball-almanac.com/players/player.php?p=crawfst01', 'https://www.baseball-almanac.com/players/player.php?p=hurstbr01', 'https://www.baseball-almanac.com/players/player.php?p=nippeal01', 'https://www.baseball-almanac.com/players/player.php?p=sambijo01', 'https://www.baseball-almanac.com/players/player.php?p=schirca01', 'https://www.baseball-almanac.com/players/player.php?p=stanlbo01']]",3,https://www.baseball-almanac.com/ws/yr1986ws.shtml
1987 World Series,Minnesota Twins 1987 World Series Composite Pitching Statistics,['Keith Atherton\nJuan Berenguer\nBert Blyleven\nGeorge Frazier\nJoe Niekro\nJeff Reardon\nDan Schatzeder\nLes Straker\nFrank Viola'],"[['https://www.baseball-almanac.com/players/player.php?p=atherke01', 'https://www.baseball-almanac.com/players/player.php?p=berenju01', 'https://www.baseball-almanac.com/players/player.php?p=blylebe01', 'https://www.baseball-almanac.com/players/player.php?p=frazige01', 'https://www.baseball-almanac.com/players/player.php?p=niekrjo01', 'https://www.baseball-almanac.com/players/player.php?p=reardje01', 'https://www.baseball-almanac.com/players/player.php?p=schatda01', 'https://www.baseball-almanac.com/players/player.php?p=strakle01', 'https://www.baseball-almanac.com/players/player.php?p=violafr01']]",4,St. Louis Cardinals 1987 World Series Composite Pitching Statistics,['Danny Cox\nKen Dayley\nBob Forsch\nRicky Horton\nJoe Magrane\nGreg Mathews\nJohn Tudor\nLee Tunnell\nTodd Worrell'],"[['https://www.baseball-almanac.com/players/player.php?p=coxda01', 'https://www.baseball-almanac.com/players/player.php?p=dayleke01', 'https://www.baseball-almanac.com/players/player.php?p=forscbo01', 'https://www.baseball-almanac.com/players/player.php?p=hortori01', 'https://www.baseball-almanac.com/players/player.php?p=magrajo01', 'https://www.baseball-almanac.com/players/player.php?p=mathegr01', 'https://www.baseball-almanac.com/players/player.php?p=tudorjo01', 'https://www.baseball-almanac.com/players/player.php?p=tunnele01', 'https://www.baseball-almanac.com/players/player.php?p=worreto01']]",3,https://www.baseball-almanac.com/ws/yr1987ws.shtml
1988 World Series,Los Angeles Dodgers 1988 World Series Composite Pitching Statistics,['Tim Belcher\nOrel Hershiser\nBrian Holton\nJay Howell\nTim Leary\nAlejandro Pena\nJohn Tudor'],"[['https://www.baseball-almanac.com/players/player.php?p=belchti01', 'https://www.baseball-almanac.com/players/player.php?p=hershor01', 'https://www.baseball-almanac.com/players/player.php?p=holtobr01', 'https://www.baseball-almanac.com/players/player.php?p=howelja01', 'https://www.baseball-almanac.com/players/player.php?p=learyti01', 'https://www.baseball-almanac.com/players/player.php?p=penaal01', 'https://www.baseball-almanac.com/players/player.php?p=tudorjo01']]",4,Oakland Athletics 1988 World Series Composite Pitching Statistics,['Todd Burns\nGreg Cadaret\nStorm Davis\nDennis Eckersley\nRick Honeycutt\nGene Nelson\nEric Plunk\nDave Stewart\nBob Welch\nCurt Young'],"[['https://www.baseball-almanac.com/players/player.php?p=burnsto02', 'https://www.baseball-almanac.com/players/player.php?p=cadargr01', 'https://www.baseball-almanac.com/players/player.php?p=davisst02', 'https://www.baseball-almanac.com/players/player.php?p=eckerde01', 'https://www.baseball-almanac.com/players/player.php?p=honeyri01', 'https://www.baseball-almanac.com/players/player.php?p=nelsoge01', 'https://www.baseball-almanac.com/players/player.php?p=plunker01', 'https://www.baseball-almanac.com/players/player.php?p=stewada01', 'https://www.baseball-almanac.com/players/player.php?p=welchbo01', 'https://www.baseball-almanac.com/players/player.php?p=youngcu01']]",1,https://www.baseball-almanac.com/ws/yr1988ws.shtml
1989 World Series,Composite Pitching Statistics,['Todd Burns\nDennis Eckersley\nRick Honeycutt\nMike Moore\nGene Nelson\nDave Stewart'],"[['https://www.baseball-almanac.com/players/player.php?p=burnsto02', 'https://www.baseball-almanac.com/players/player.php?p=eckerde01', 'https://www.baseball-almanac.com/players/player.php?p=honeyri01', 'https://www.baseball-almanac.com/players/player.php?p=mooremi01', 'https://www.baseball-almanac.com/players/player.php?p=nelsoge01', 'https://www.baseball-almanac.com/players/player.php?p=stewada01']]",4,Composite Pitching Statistics,['Steve Bedrosian\nJeff Brantley\nKelly Downs\nScott Garrelts\nAtlee Hammaker\nMike LaCoss\nCraig Lefferts\nRick Reuschel\nDon Robinson'],"[['https://www.baseball-almanac.com/players/player.php?p=bedrost01', 'https://www.baseball-almanac.com/players/player.php?p=brantje01', 'https://www.baseball-almanac.com/players/player.php?p=downske01', 'https://www.baseball-almanac.com/players/player.php?p=garresc01', 'https://www.baseball-almanac.com/players/player.php?p=hammaat01', 'https://www.baseball-almanac.com/players/player.php?p=lacosmi01', 'https://www.baseball-almanac.com/players/player.php?p=leffecr01', 'https://www.baseball-almanac.com/players/player.php?p=reuscri01', 'https://www.baseball-almanac.com/players/player.php?p=robindo01']]",0,https://www.baseball-almanac.com/ws/yr1989ws.shtml
1990 World Series,Composite Pitching Statistics,['Jack Armstrong\nTom Browning\nNorm Charlton\nRob Dibble\nDanny Jackson\nRandy Myers\nJose Rijo\nScott Scudder'],"[['https://www.baseball-almanac.com/players/player.php?p=armstja01', 'https://www.baseball-almanac.com/players/player.php?p=brownto05', 'https://www.baseball-almanac.com/players/player.php?p=charlno01', 'https://www.baseball-almanac.com/players/player.php?p=dibblro01', 'https://www.baseball-almanac.com/players/player.php?p=jacksda02', 'https://www.baseball-almanac.com/players/player.php?p=myersra01', 'https://www.baseball-almanac.com/players/player.php?p=rijojo01', 'https://www.baseball-almanac.com/players/player.php?p=scuddsc01']]",4,Composite Pitching Statistics,['Todd Burns\nDennis Eckersley\nRick Honeycutt\nJoe Klink\nMike Moore\nGene Nelson\nScott Sanderson\nDave Stewart\nBob Welch\nCurt Young'],"[['https://www.baseball-almanac.com/players/player.php?p=burnsto02', 'https://www.baseball-almanac.com/players/player.php?p=eckerde01', 'https://www.baseball-almanac.com/players/player.php?p=honeyri01', 'https://www.baseball-almanac.com/players/player.php?p=klinkjo01', 'https://www.baseball-almanac.com/players/player.php?p=mooremi01', 'https://www.baseball-almanac.com/players/player.php?p=nelsoge01', 'https://www.baseball-almanac.com/players/player.php?p=sandesc01', 'https://www.baseball-almanac.com/players/player.php?p=stewada01', 'https://www.baseball-almanac.com/players/player.php?p=welchbo01', 'https://www.baseball-almanac.com/players/player.php?p=youngcu01']]",0,https://www.baseball-almanac.com/ws/yr1990ws.shtml
1991 World Series,Minnesota Twins 1991 World Series Composite Pitching Statistics,['Rick Aguilera\nSteve Bedrosian\nScott Erickson\nMark Guthrie\nTerry Leach\nJack Morris\nKevin Tapani\nDavid West\nCarl Willis'],"[['https://www.baseball-almanac.com/players/player.php?p=aguilri01', 'https://www.baseball-almanac.com/players/player.php?p=bedrost01', 'https://www.baseball-almanac.com/players/player.php?p=ericksc01', 'https://www.baseball-almanac.com/players/player.php?p=guthrma01', 'https://www.baseball-almanac.com/players/player.php?p=leachte01', 'https://www.baseball-almanac.com/players/player.php?p=morrija02', 'https://www.baseball-almanac.com/players/player.php?p=tapanke01', 'https://www.baseball-almanac.com/players/player.php?p=westda01', 'https://www.baseball-almanac.com/players/player.php?p=willica01']]",4,Atlanta Braves 1991 World Series Composite Pitching Statistics,['Steve Avery\nJim Clancy\nTom Glavine\nCharlie Leibrandt\nKent Mercker\nAlejandro Pena\nJohn Smoltz\nMike Stanton\nRandy St. Claire\nMark Wohlers'],"[['https://www.baseball-almanac.com/players/player.php?p=averyst01', 'https://www.baseball-almanac.com/players/player.php?p=clancji01', 'https://www.baseball-almanac.com/players/player.php?p=glavito02', 'https://www.baseball-almanac.com/players/player.php?p=leibrch01', 'https://www.baseball-almanac.com/players/player.php?p=merckke01', 'https://www.baseball-almanac.com/players/player.php?p=penaal01', 'https://www.baseball-almanac.com/players/player.php?p=smoltjo01', 'https://www.baseball-almanac.com/players/player.php?p=stantmi02', 'https://www.baseball-almanac.com/players/player.php?p=stclra01', 'https://www.baseball-almanac.com/players/player.php?p=wohlema01']]",3,https://www.baseball-almanac.com/ws/yr1991ws.shtml
1992 World Series,Toronto Blue Jays 1992 World Series Composite Pitching Statistics,['David Cone\nMark Eichhorn\nJuan Guzman\nTom Henke\nJimmy Key\nJack Morris\nTodd Stottlemyre\nMike Timlin\nDuane Ward\nDavid Wells'],"[['https://www.baseball-almanac.com/players/player.php?p=coneda01', 'https://www.baseball-almanac.com/players/player.php?p=eichhma01', 'https://www.baseball-almanac.com/players/player.php?p=guzmaju01', 'https://www.baseball-almanac.com/players/player.php?p=henketo01', 'https://www.baseball-almanac.com/players/player.php?p=keyji01', 'https://www.baseball-almanac.com/players/player.php?p=morrija02', 'https://www.baseball-almanac.com/players/player.php?p=stottto01', 'https://www.baseball-almanac.com/players/player.php?p=timlimi01', 'https://www.baseball-almanac.com/players/player.php?p=warddu01', 'https://www.baseball-almanac.com/players/player.php?p=wellsda01']]",4,Atlanta Braves 1992 World Series Composite Pitching Statistics,['Steve Avery\nTom Glavine\nCharlie Leibrandt\nJeff Reardon\nPete Smith\nJohn Smoltz\nMike Stanton\nMark Wohlers'],"[['https://www.baseball-almanac.com/players/player.php?p=averyst01', 'https://www.baseball-almanac.com/players/player.php?p=glavito02', 'https://www.baseball-almanac.com/players/player.php?p=leibrch01', 'https://www.baseball-almanac.com/players/player.php?p=reardje01', 'https://www.baseball-almanac.com/players/player.php?p=smithpe02', 'https://www.baseball-almanac.com/players/player.php?p=smoltjo01', 'https://www.baseball-almanac.com/players/player.php?p=stantmi02', 'https://www.baseball-almanac.com/players/player.php?p=wohlema01']]",2,https://www.baseball-almanac.com/ws/yr1992ws.shtml
1993 World Series,Toronto Blue Jays 1993 World Series Composite Pitching Statistics,['Tony Castillo\nDanny Cox\nMark Eichhorn\nJuan Guzman\nPat Hentgen\nAl Leiter\nDave Stewart\nTodd Stottlemyre\nMike Timlin\nDuane Ward'],"[['https://www.baseball-almanac.com/players/player.php?p=castito02', 'https://www.baseball-almanac.com/players/player.php?p=coxda01', 'https://www.baseball-almanac.com/players/player.php?p=eichhma01', 'https://www.baseball-almanac.com/players/player.php?p=guzmaju01', 'https://www.baseball-almanac.com/players/player.php?p=hentgpa01', 'https://www.baseball-almanac.com/players/player.php?p=leiteal01', 'https://www.baseball-almanac.com/players/player.php?p=stewada01', 'https://www.baseball-almanac.com/players/player.php?p=stottto01', 'https://www.baseball-almanac.com/players/player.php?p=timlimi01', 'https://www.baseball-almanac.com/players/player.php?p=warddu01']]",4,Philadelphia Phillies 1993 World Series Composite Pitching Statistics,['Larry Andersen\nTommy Greene\nDanny Jackson\nRoger Mason\nTerry Mulholland\nBen Rivera\nCurt Schilling\nBobby Thigpen\nDavid West\nMitch Williams'],"[['https://www.baseball-almanac.com/players/player.php?p=anderla02', 'https://www.baseball-almanac.com/players/player.php?p=greento01', 'https://www.baseball-almanac.com/players/player.php?p=jacksda02', 'https://www.baseball-almanac.com/players/player.php?p=masonro01', 'https://www.baseball-almanac.com/players/player.php?p=mulhote01', 'https://www.baseball-almanac.com/players/player.php?p=riverbe01', 'https://www.baseball-almanac.com/players/player.php?p=schilcu01', 'https://www.baseball-almanac.com/players/player.php?p=thigpbo01', 'https://www.baseball-almanac.com/players/player.php?p=westda01', 'https://www.baseball-almanac.com/players/player.php?p=willimi02']]",2,https://www.baseball-almanac.com/ws/yr1993ws.shtml
