year,al team,al score,link,birthplace,birthdate,college,was_in_college,name
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=richepe01,USA,1939-10-29,None Attended,False,Pete Richert
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=watted01,USA,1941-04-04,Iowa State Teachers College,True,Eddie Watt
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=cuellmi01,Cuba,1937-05-08,None Attended,False,Mike Cuellar
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=drabomo01,Poland,1935-07-21,Trinity College,True,Moe Drabowsky
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=halldi01,USA,1930-09-27,Swarthmore College,True,Dick Hall
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=lopezma01,Cuba,1943-09-23,None Attended,False,Marcelino Lopez
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=mcnalda01,USA,1942-10-31,None Attended,False,Dave Mcnally
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=palmeji01,USA,1945-10-15,None Attended,False,Jim Palmer
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=phoebto01,USA,1942-04-07,None Attended,False,Tom Phoebus
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=richepe01,USA,1939-10-29,None Attended,False,Pete Richert
1970,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=watted01,USA,1941-04-04,Iowa State Teachers College,True,Eddie Watt
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=cuellmi01,Cuba,1937-05-08,None Attended,False,Mike Cuellar
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=dobsopa01,USA,1942-02-12,None Attended,False,Pat Dobson
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=dukesto01,USA,1942-08-31,None Attended,False,Tom Dukes
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=halldi01,USA,1930-09-27,Swarthmore College,True,Dick Hall
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=jacksgr01,USA,1942-09-28,Bowling Green State University,True,Grant Jackson
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=leonhda01,USA,1941-01-22,Johns Hopkins University,True,Dave Leonhard
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=mcnalda01,USA,1942-10-31,None Attended,False,Dave Mcnally
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=palmeji01,USA,1945-10-15,None Attended,False,Jim Palmer
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=richepe01,USA,1939-10-29,None Attended,False,Pete Richert
1971,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=watted01,USA,1941-04-04,Iowa State Teachers College,True,Eddie Watt
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=bluevi01,USA,1949-07-28,None Attended,False,Vida Blue
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=fingero01,USA,1946-08-25,None Attended,False,Rollie Fingers
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=hamilda01,USA,1947-12-13,None Attended,False,Dave Hamilton
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=holtzke01,USA,1945-11-03,University of Illinois at Chicago (DNP) & University of Illinois,True,Ken Holtzman
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=horlejo01,USA,1937-08-14,Oklahoma State University,True,Joe Horlen
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=hunteca01,USA,1946-04-08,None Attended,False,Catfish Hunter
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=lockebo02,USA,1938-03-15,Iowa State University,True,Bob Locker
1972,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=odombl01,USA,1945-05-29,None Attended,False,Blue Moon Odom
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=bluevi01,USA,1949-07-28,None Attended,False,Vida Blue
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=fingero01,USA,1946-08-25,None Attended,False,Rollie Fingers
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=holtzke01,USA,1945-11-03,University of Illinois at Chicago (DNP) & University of Illinois,True,Ken Holtzman
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=hunteca01,USA,1946-04-08,None Attended,False,Catfish Hunter
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=knowlda01,USA,1941-12-09,University of Missouri,True,Darold Knowles
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=lindbpa01,USA,1941-08-09,Chanute Junior College (DNP),True,Paul Lindblad
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=odombl01,USA,1945-05-29,None Attended,False,Blue Moon Odom
1973,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=pinaho01,Mexico,1945-03-12,None Attended,False,Horacio Pina
1974,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=bluevi01,USA,1949-07-28,None Attended,False,Vida Blue
1974,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=fingero01,USA,1946-08-25,None Attended,False,Rollie Fingers
1974,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=holtzke01,USA,1945-11-03,University of Illinois at Chicago (DNP) & University of Illinois,True,Ken Holtzman
1974,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=hunteca01,USA,1946-04-08,None Attended,False,Catfish Hunter
1974,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=odombl01,USA,1945-05-29,None Attended,False,Blue Moon Odom
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=burtoji01,USA,1949-10-27,University of Michigan,True,Jim Burton
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=clevere01,Canada,1948-05-23,None Attended,False,Reggie Cleveland
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=dragodi01,USA,1945-06-25,University of Detroit Mercy,True,Dick Drago
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=leebi03,USA,1946-12-28,University of Southern California,True,Bill Lee
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=moretro01,Puerto Rico,1949-09-16,None Attended,False,Roger Moret
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=poledi01,USA,1950-10-13,None Attended,False,Dick Pole
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=seguidi01,Cuba,1937-08-17,None Attended,False,Diego Segui
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=tiantlu01,Cuba,1940-11-23,None Attended,False,Luis Tiant
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=willoji01,USA,1949-01-31,None Attended,False,Jim Willoughby
1975,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=wiseri01,USA,1945-09-13,None Attended,False,Rick Wise
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=alexado01,USA,1950-09-04,Jefferson Junior College,True,Doyle Alexander
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=ellisdo01,USA,1945-03-11,None Attended,False,Dock Ellis
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=figueed01,Puerto Rico,1948-10-14,None Attended,False,Ed Figueroa
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=hunteca01,USA,1946-04-08,None Attended,False,Catfish Hunter
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=jacksgr01,USA,1942-09-28,Bowling Green State University,True,Grant Jackson
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=lylesp01,USA,1944-07-22,None Attended,False,Sparky Lyle
1976,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=tidrodi01,USA,1947-05-14,Chabot College,True,Dick Tidrow
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=clayke01,USA,1954-04-06,None Attended,False,Ken Clay
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=guidrro01,USA,1950-08-28,University of Southwestern Louisiana,True,Ron Guidry
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=gulledo01,USA,1951-01-06,None Attended,False,Don Gullett
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=hunteca01,USA,1946-04-08,None Attended,False,Catfish Hunter
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lylesp01,USA,1944-07-22,None Attended,False,Sparky Lyle
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=tidrodi01,USA,1947-05-14,Chabot College,True,Dick Tidrow
1977,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=torremi01,USA,1946-08-28,None Attended,False,Mike Torrez
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=beattji01,USA,1954-07-04,Dartmouth College,True,Jim Beattie
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=clayke01,USA,1954-04-06,None Attended,False,Ken Clay
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=figueed01,Puerto Rico,1948-10-14,None Attended,False,Ed Figueroa
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=gossari01,USA,1951-07-05,None Attended,False,Rich Gossage
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=guidrro01,USA,1950-08-28,University of Southwestern Louisiana,True,Ron Guidry
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=hunteca01,USA,1946-04-08,None Attended,False,Catfish Hunter
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lindbpa01,USA,1941-08-09,Chanute Junior College (DNP),True,Paul Lindblad
1978,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=tidrodi01,USA,1947-05-14,Chabot College,True,Dick Tidrow
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=flanami01,USA,1951-12-16,University of Massachusetts Amherst,True,Mike Flanagan
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=martiti01,USA,1950-05-31,Colorado State University,True,Tippy Martinez
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=martide01,Nicaragua,1954-05-14,None Attended,False,Dennis Martinez
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=mcgresc01,USA,1954-01-18,None Attended,False,Scott Mcgregor
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=palmeji01,USA,1945-10-15,None Attended,False,Jim Palmer
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=stanhdo01,USA,1951-02-12,None Attended,False,Don Stanhouse
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=stewasa01,USA,1954-10-28,Montreat-Anderson Junior College,True,Sammy Stewart
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=stoddti01,USA,1953-01-24,North Carolina State University,True,Tim Stoddard
1979,Baltimore Orioles,3,https://www.baseball-almanac.com/players/player.php?p=stonest01,USA,1947-07-14,Kent State University,True,Steve Stone
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=galeri01,USA,1954-01-19,University of New Hampshire,True,Rich Gale
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=gurala01,USA,1947-11-26,Arizona State University,True,Larry Gura
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=leonade01,USA,1951-05-08,Iona University,True,Dennis Leonard
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=martire01,USA,1955-08-30,University of Richmond,True,Renie Martin
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=pattima01,USA,1943-04-06,Eastern Illinois University,True,Marty Pattin
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=quiseda01,USA,1953-02-07,Orange Coast College & La Verne College,True,Dan Quisenberry
1980,Kansas City Royals,2,https://www.baseball-almanac.com/players/player.php?p=splitpa01,USA,1946-10-08,Morningside College,True,Paul Splittorff
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=davisro02,USA,1955-08-06,Blinn College,True,Ron Davis
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=frazige01,USA,1954-10-13,University of Oklahoma,True,George Frazier
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=gossari01,USA,1951-07-05,None Attended,False,Rich Gossage
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=guidrro01,USA,1950-08-28,University of Southwestern Louisiana,True,Ron Guidry
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=johnto01,USA,1943-05-22,Indiana State University (DNP),True,Tommy John
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=larocda01,USA,1948-05-14,Nevada Southern University,True,Dave Laroche
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=mayru01,USA,1944-07-18,None Attended,False,Rudy May
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=reuscri01,USA,1949-05-16,Western Illinois University,True,Rick Reuschel
1981,New York Yankees,2,https://www.baseball-almanac.com/players/player.php?p=righeda01,USA,1958-11-28,San Jose Community College,True,Dave Righetti
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=bernadw01,USA,1952-05-31,Belmont College,True,Dwight Bernard
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=caldwmi01,USA,1949-01-22,North Carolina State University,True,Mike Caldwell
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=haasmo01,USA,1956-04-22,Catonsville Community College,True,Moose Haas
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=laddpe01,USA,1956-07-17,University of Mississippi,True,Pete Ladd
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=mcclubo01,USA,1952-04-29,College of San Mateo,True,Bob Mcclure
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=medicdo01,USA,1948-12-09,University of Pittsburgh,True,Doc Medich
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=slatoji01,USA,1950-06-19,Antelope Valley College,True,Jim Slaton
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=suttodo01,USA,1945-04-02,Whittier College,True,Don Sutton
1982,Milwaukee Brewers,3,https://www.baseball-almanac.com/players/player.php?p=vuckope01,USA,1952-10-27,Clarion State University,True,Pete Vuckovich
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=boddimi01,USA,1957-08-23,University of Iowa,True,Mike Boddicker
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=davisst02,USA,1961-12-26,None Attended,False,Storm Davis
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=flanami01,USA,1951-12-16,University of Massachusetts Amherst,True,Mike Flanagan
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=martiti01,USA,1950-05-31,Colorado State University,True,Tippy Martinez
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=mcgresc01,USA,1954-01-18,None Attended,False,Scott Mcgregor
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=palmeji01,USA,1945-10-15,None Attended,False,Jim Palmer
1983,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=stewasa01,USA,1954-10-28,Montreat-Anderson Junior College,True,Sammy Stewart
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=bairdo01,USA,1949-08-22,Bowling Green State University,True,Doug Bair
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=hernawi01,Puerto Rico,1954-11-14,None Attended,False,Willie Hernandez
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=lopezau01,Mexico,1948-09-21,None Attended,False,Aurelio Lopez
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=morrija02,USA,1955-05-16,Brigham Young University,True,Jack Morris
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=petryda01,USA,1958-11-13,None Attended,False,Dan Petry
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=scherbi01,USA,1958-01-20,None Attended,False,Bill Scherrer
1984,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=wilcomi01,USA,1950-04-20,None Attended,False,Milt Wilcox
1985,Kansas City Royals,4,https://www.baseball-almanac.com/players/player.php?p=beckwjo01,USA,1955-01-28,Auburn University,True,Joe Beckwith
1985,Kansas City Royals,4,https://www.baseball-almanac.com/players/player.php?p=blackbu02,USA,1957-06-30,San Diego State University,True,Bud Black
1985,Kansas City Royals,4,https://www.baseball-almanac.com/players/player.php?p=jacksda02,USA,1962-01-05,University of Oklahoma,True,Danny Jackson
1985,Kansas City Royals,4,https://www.baseball-almanac.com/players/player.php?p=leibrch01,USA,1956-10-04,Miami University,True,Charlie Leibrandt
1985,Kansas City Royals,4,https://www.baseball-almanac.com/players/player.php?p=quiseda01,USA,1953-02-07,Orange Coast College & La Verne College,True,Dan Quisenberry
1985,Kansas City Royals,4,https://www.baseball-almanac.com/players/player.php?p=saberbr01,USA,1964-04-11,None Attended,False,Bret Saberhagen
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=boydoi01,USA,1959-10-06,Jackson State University,True,Oil Can Boyd
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=clemero02,USA,1962-08-04,University of Texas at Austin,True,Roger Clemens
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=crawfst01,USA,1958-04-29,Claremore Junior College,True,Steve Crawford
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=hurstbr01,USA,1958-03-24,Dixie Junior College,True,Bruce Hurst
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=nippeal01,USA,1959-04-02,Northeast Missouri State University,True,Al Nipper
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=sambijo01,USA,1952-06-28,Adelphi University,True,Joe Sambito
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=schirca01,USA,1962-06-16,University of Texas at Austin,True,Calvin Schiraldi
1986,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=stanlbo01,USA,1954-11-10,None Attended,False,Bob Stanley
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=atherke01,USA,1959-02-19,None Attended,False,Keith Atherton
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=berenju01,Panama,1954-11-30,None Attended,False,Juan Berenguer
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=blylebe01,Netherlands,1951-04-06,None Attended,False,Bert Blyleven
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=frazige01,USA,1954-10-13,University of Oklahoma,True,George Frazier
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=niekrjo01,USA,1944-11-07,West Liberty State College,True,Joe Niekro
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=reardje01,USA,1955-10-01,University of Massachusetts Amherst,True,Jeff Reardon
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=schatda01,USA,1954-12-01,University of Denver,True,Dan Schatzeder
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=strakle01,Venezuela,1959-10-10,None Attended,False,Les Straker
1987,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=violafr01,USA,1960-04-19,St. John's University,True,Frank Viola
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=burnsto02,USA,1963-07-06,Oral Roberts University,True,Todd Burns
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=cadargr01,USA,1962-02-27,Grand Valley State University,True,Greg Cadaret
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=davisst02,USA,1961-12-26,None Attended,False,Storm Davis
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=eckerde01,USA,1954-10-03,None Attended,False,Dennis Eckersley
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=honeyri01,USA,1954-06-29,University of Tennessee,True,Rick Honeycutt
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=nelsoge01,USA,1960-12-03,None Attended,False,Gene Nelson
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=plunker01,USA,1963-09-03,"  California State University, Dominguez Hills",True,Eric Plunk
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=stewada01,USA,1957-02-19,None Attended,False,Dave Stewart
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=welchbo01,USA,1956-11-03,Eastern Michigan University,True,Bob Welch
1988,Oakland Athletics,1,https://www.baseball-almanac.com/players/player.php?p=youngcu01,USA,1960-04-16,Central Michigan University,True,Curt Young
1989,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=burnsto02,USA,1963-07-06,Oral Roberts University,True,Todd Burns
1989,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=eckerde01,USA,1954-10-03,None Attended,False,Dennis Eckersley
1989,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=honeyri01,USA,1954-06-29,University of Tennessee,True,Rick Honeycutt
1989,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=mooremi01,USA,1959-11-26,Oral Roberts University,True,Mike Moore
1989,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=nelsoge01,USA,1960-12-03,None Attended,False,Gene Nelson
1989,Oakland Athletics,4,https://www.baseball-almanac.com/players/player.php?p=stewada01,USA,1957-02-19,None Attended,False,Dave Stewart
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=burnsto02,USA,1963-07-06,Oral Roberts University,True,Todd Burns
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=eckerde01,USA,1954-10-03,None Attended,False,Dennis Eckersley
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=honeyri01,USA,1954-06-29,University of Tennessee,True,Rick Honeycutt
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=klinkjo01,USA,1962-02-03,Biscayne College,True,Joe Klink
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=mooremi01,USA,1959-11-26,Oral Roberts University,True,Mike Moore
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=nelsoge01,USA,1960-12-03,None Attended,False,Gene Nelson
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=sandesc01,USA,1956-07-22,Vanderbilt University,True,Scott Sanderson
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=stewada01,USA,1957-02-19,None Attended,False,Dave Stewart
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=welchbo01,USA,1956-11-03,Eastern Michigan University,True,Bob Welch
1990,Oakland Athletics,0,https://www.baseball-almanac.com/players/player.php?p=youngcu01,USA,1960-04-16,Central Michigan University,True,Curt Young
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=aguilri01,USA,1961-12-31,Brigham Young University,True,Rick Aguilera
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=bedrost01,USA,1957-12-06,University of New Haven,True,Steve Bedrosian
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=ericksc01,USA,1968-02-02,University of Arizona,True,Scott Erickson
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=guthrma01,USA,1965-09-22,Louisiana State University,True,Mark Guthrie
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=leachte01,USA,1954-03-13,Auburn University,True,Terry Leach
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=morrija02,USA,1955-05-16,Brigham Young University,True,Jack Morris
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=tapanke01,USA,1964-02-18,Central Michigan University,True,Kevin Tapani
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=westda01,USA,1964-09-01,None Attended,False,David West
1991,Minnesota Twins,4,https://www.baseball-almanac.com/players/player.php?p=willica01,USA,1960-12-28,University of North Carolina at Wilmington,True,Carl Willis
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=coneda01,USA,1963-01-02,None Attended,False,David Cone
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=eichhma01,USA,1960-11-21,Cabrillo College,True,Mark Eichhorn
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=guzmaju01,Dominican Republic,1966-10-28,None Attended,False,Juan Guzman
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=henketo01,USA,1957-12-21,Southwest Texas State University,True,Tom Henke
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=keyji01,USA,1961-04-22,Clemson University,True,Jimmy Key
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=morrija02,USA,1955-05-16,Brigham Young University,True,Jack Morris
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=stottto01,USA,1965-05-20,Yakima Valley Community College & UNLV,True,Todd Stottlemyre
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=timlimi01,USA,1966-03-10,Southwestern University,True,Mike Timlin
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=warddu01,USA,1964-05-28,Rancho Santiago,True,Duane Ward
1992,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=wellsda01,USA,1963-05-20,None Attended,False,David Wells
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=castito02,Venezuela,1963-03-01,None Attended,False,Tony Castillo
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=coxda01,England,1959-09-21,Troy State University,True,Danny Cox
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=eichhma01,USA,1960-11-21,Cabrillo College,True,Mark Eichhorn
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=guzmaju01,Dominican Republic,1966-10-28,None Attended,False,Juan Guzman
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=hentgpa01,USA,1968-11-13,None Attended,False,Pat Hentgen
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=leiteal01,USA,1965-10-23,None Attended,False,Al Leiter
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=stewada01,USA,1957-02-19,None Attended,False,Dave Stewart
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=stottto01,USA,1965-05-20,Yakima Valley Community College & UNLV,True,Todd Stottlemyre
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=timlimi01,USA,1966-03-10,Southwestern University,True,Mike Timlin
1993,Toronto Blue Jays,4,https://www.baseball-almanac.com/players/player.php?p=warddu01,USA,1964-05-28,Rancho Santiago,True,Duane Ward
