year,nl,nl score,name_x,link,name_y,birthplace,birthdate,college,was_in_college
1959,Los Angeles Dodgers,4,Larry Sherry,https://www.baseball-almanac.com/players/player.php?p=sherrla01,Larry Sherry,USA,1935-07-25,None Attended,False
1959,Los Angeles Dodgers,4,Stan Williams,https://www.baseball-almanac.com/players/player.php?p=willist02,Stan Williams,USA,1936-09-14,None Attended,False
1960,Pittsburgh Pirates,4,Tom Cheney,https://www.baseball-almanac.com/players/player.php?p=cheneto01,Tom Cheney,USA,1934-10-14,Abraham Baldwin Agricultural College,True
1960,Pittsburgh Pirates,4,Roy Face,https://www.baseball-almanac.com/players/player.php?p=facero01,Roy Face,USA,1928-02-20,None Attended,False
1960,Pittsburgh Pirates,4,Bob Friend,https://www.baseball-almanac.com/players/player.php?p=frienbo01,Bob Friend,USA,1930-11-24,Purdue University,True
1960,Pittsburgh Pirates,4,Joe Gibbon,https://www.baseball-almanac.com/players/player.php?p=gibbojo01,Joe Gibbon,USA,1935-04-10,University of Mississippi,True
1960,Pittsburgh Pirates,4,Fred Green,https://www.baseball-almanac.com/players/player.php?p=greenfr01,Fred Green,USA,1933-09-14,None Attended,False
1960,Pittsburgh Pirates,4,Harvey Haddix,https://www.baseball-almanac.com/players/player.php?p=haddiha01,Harvey Haddix,USA,1925-09-18,None Attended,False
1960,Pittsburgh Pirates,4,Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Clem Labine,USA,1926-08-06,None Attended,False
1960,Pittsburgh Pirates,4,Vern Law,https://www.baseball-almanac.com/players/player.php?p=lawve01,Vern Law,USA,1930-03-12,None Attended,False
1960,Pittsburgh Pirates,4,Vinegar Bend Mizell,https://www.baseball-almanac.com/players/player.php?p=mizelvi01,Vinegar Bend Mizell,USA,1930-08-13,None Attended,False
1960,Pittsburgh Pirates,4,George Witt,https://www.baseball-almanac.com/players/player.php?p=wittge01,George Witt,USA,1931-11-09,None Attended,False
1961,Cincinnati Reds,1,Jim Brosnan,https://www.baseball-almanac.com/players/player.php?p=brosnji01,Jim Brosnan,USA,1929-10-24,Xavier University (DNP),True
1961,Cincinnati Reds,1,Bill Henry,https://www.baseball-almanac.com/players/player.php?p=henrybi01,Bill Henry,USA,1927-10-15,None Attended,False
1961,Cincinnati Reds,1,Ken Hunt,https://www.baseball-almanac.com/players/player.php?p=huntke02,Ken Hunt,USA,1938-12-14,Brigham Young University,True
1961,Cincinnati Reds,1,Joey Jay,https://www.baseball-almanac.com/players/player.php?p=jayjo01,Joey Jay,USA,1935-08-15,None Attended,False
1961,Cincinnati Reds,1,Ken Johnson,https://www.baseball-almanac.com/players/player.php?p=johnske02,Ken Johnson,USA,1933-06-16,None Attended,False
1961,Cincinnati Reds,1,Sherman Jones,https://www.baseball-almanac.com/players/player.php?p=jonessh02,Sherman Jones,USA,1935-02-10,None Attended,False
1961,Cincinnati Reds,1,Jim Maloney,https://www.baseball-almanac.com/players/player.php?p=malonji01,Jim Maloney,USA,1940-06-02,None Attended,False
1961,Cincinnati Reds,1,Jim Otoole,https://www.baseball-almanac.com/players/player.php?p=otooji01,Jim O'Toole,USA,1937-01-10,University of Wisconsin,True
1961,Cincinnati Reds,1,Bob Purkey,https://www.baseball-almanac.com/players/player.php?p=purkebo01,Bob Purkey,USA,1929-07-14,None Attended,False
1962,San Francisco Giants,3,Bobby Bolin,https://www.baseball-almanac.com/players/player.php?p=bolinbo01,Bobby Bolin,USA,1939-01-29,None Attended,False
1962,San Francisco Giants,3,Don Larsen,https://www.baseball-almanac.com/players/player.php?p=larsedo01,Don Larsen,USA,1929-08-07,None Attended,False
1962,San Francisco Giants,3,Juan Marichal,https://www.baseball-almanac.com/players/player.php?p=maricju01,Juan Marichal,Dominican Republic,1937-10-20,None Attended,False
1962,San Francisco Giants,3,Stu Miller,https://www.baseball-almanac.com/players/player.php?p=millest01,Stu Miller,USA,1927-12-26,None Attended,False
1962,San Francisco Giants,3,Billy Odell,https://www.baseball-almanac.com/players/player.php?p=odelbi01,Billy O'Dell,USA,1932-02-10,Clemson Agricultural College,True
1962,San Francisco Giants,3,Billy Pierce,https://www.baseball-almanac.com/players/player.php?p=piercbi02,Billy Pierce,USA,1927-04-02,None Attended,False
1962,San Francisco Giants,3,Jack Sanford,https://www.baseball-almanac.com/players/player.php?p=sanfoja02,Jack Sanford,USA,1929-05-18,None Attended,False
1963,Los Angeles Dodgers,4,Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Don Drysdale,USA,1936-07-23,None Attended,False
1963,Los Angeles Dodgers,4,Sandy Koufax,https://www.baseball-almanac.com/players/player.php?p=koufasa01,Sandy Koufax,USA,1935-12-30,University of Cincinnati,True
1963,Los Angeles Dodgers,4,Ron Perranoski,https://www.baseball-almanac.com/players/player.php?p=perraro01,Ron Perranoski,USA,1936-04-01,Michigan State University,True
1963,Los Angeles Dodgers,4,Johnny Podres,https://www.baseball-almanac.com/players/player.php?p=podrejo01,Johnny Podres,USA,1932-09-30,None Attended,False
1964,St. Louis Cardinals,4,Roger Craig,https://www.baseball-almanac.com/players/player.php?p=craigro01,Roger Craig,USA,1930-02-17,North Carolina State University (DNP),True
1964,St. Louis Cardinals,4,Bob Gibson,https://www.baseball-almanac.com/players/player.php?p=gibsobo01,Bob Gibson,USA,1935-11-09,Creighton University,True
1964,St. Louis Cardinals,4,Bob Humphreys,https://www.baseball-almanac.com/players/player.php?p=humphbo01,Bob Humphreys,USA,1935-08-18,Hampden-Sydney College,True
1964,St. Louis Cardinals,4,Gordie Richardson,https://www.baseball-almanac.com/players/player.php?p=richago01,Gordie Richardson,USA,1939-07-19,None Attended,False
1964,St. Louis Cardinals,4,Ray Sadecki,https://www.baseball-almanac.com/players/player.php?p=sadecra01,Ray Sadecki,USA,1940-12-26,None Attended,False
1964,St. Louis Cardinals,4,Barney Schultz,https://www.baseball-almanac.com/players/player.php?p=schulba01,Barney Schultz,USA,1926-08-15,None Attended,False
1964,St. Louis Cardinals,4,Curt Simmons,https://www.baseball-almanac.com/players/player.php?p=simmocu01,Curt Simmons,USA,1929-05-19,None Attended,False
1964,St. Louis Cardinals,4,Ron Taylor,https://www.baseball-almanac.com/players/player.php?p=tayloro01,Ron Taylor,Canada,1937-12-13,Toronto,True
1965,Los Angeles Dodgers,4,Jim Brewer,https://www.baseball-almanac.com/players/player.php?p=breweji01,Jim Brewer,USA,1937-11-17,None Attended,False
1965,Los Angeles Dodgers,4,Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Don Drysdale,USA,1936-07-23,None Attended,False
1965,Los Angeles Dodgers,4,Sandy Koufax,https://www.baseball-almanac.com/players/player.php?p=koufasa01,Sandy Koufax,USA,1935-12-30,University of Cincinnati,True
1965,Los Angeles Dodgers,4,Bob Miller,https://www.baseball-almanac.com/players/player.php?p=millebo04,Bob Miller,USA,1939-02-18,None Attended,False
1965,Los Angeles Dodgers,4,Claude Osteen,https://www.baseball-almanac.com/players/player.php?p=osteecl01,Claude Osteen,USA,1939-08-09,None Attended,False
1965,Los Angeles Dodgers,4,Ron Perranoski,https://www.baseball-almanac.com/players/player.php?p=perraro01,Ron Perranoski,USA,1936-04-01,Michigan State University,True
1965,Los Angeles Dodgers,4,Howie Reed,https://www.baseball-almanac.com/players/player.php?p=reedho01,Howie Reed,USA,1936-12-21,University of Texas,True
1966,Los Angeles Dodgers,0,Jim Brewer,https://www.baseball-almanac.com/players/player.php?p=breweji01,Jim Brewer,USA,1937-11-17,None Attended,False
1966,Los Angeles Dodgers,0,Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Don Drysdale,USA,1936-07-23,None Attended,False
1966,Los Angeles Dodgers,0,Sandy Koufax,https://www.baseball-almanac.com/players/player.php?p=koufasa01,Sandy Koufax,USA,1935-12-30,University of Cincinnati,True
1966,Los Angeles Dodgers,0,Bob Miller,https://www.baseball-almanac.com/players/player.php?p=millebo04,Bob Miller,USA,1939-02-18,None Attended,False
1966,Los Angeles Dodgers,0,Joe Moeller,https://www.baseball-almanac.com/players/player.php?p=moelljo01,Joe Moeller,USA,1943-02-15,None Attended,False
1966,Los Angeles Dodgers,0,Claude Osteen,https://www.baseball-almanac.com/players/player.php?p=osteecl01,Claude Osteen,USA,1939-08-09,None Attended,False
1966,Los Angeles Dodgers,0,Ron Perranoski,https://www.baseball-almanac.com/players/player.php?p=perraro01,Ron Perranoski,USA,1936-04-01,Michigan State University,True
1966,Los Angeles Dodgers,0,Phil Regan,https://www.baseball-almanac.com/players/player.php?p=reganph01,Phil Regan,USA,1937-04-06,None Attended,False
1967,St. Louis Cardinals,4,Nelson Briles,https://www.baseball-almanac.com/players/player.php?p=brilene01,Nelson Briles,USA,1943-08-05,University of Santa Clara,True
1967,St. Louis Cardinals,4,Steve Carlton,https://www.baseball-almanac.com/players/player.php?p=carltst01,Steve Carlton,USA,1944-12-22,Miami Dade Community College,True
1967,St. Louis Cardinals,4,Bob Gibson,https://www.baseball-almanac.com/players/player.php?p=gibsobo01,Bob Gibson,USA,1935-11-09,Creighton University,True
1967,St. Louis Cardinals,4,Joe Hoerner,https://www.baseball-almanac.com/players/player.php?p=hoernjo01,Joe Hoerner,USA,1936-11-12,None Attended,False
1967,St. Louis Cardinals,4,Dick Hughes,https://www.baseball-almanac.com/players/player.php?p=hughedi01,Dick Hughes,USA,1938-02-13,University of Arkansas,True
1967,St. Louis Cardinals,4,Larry Jaster,https://www.baseball-almanac.com/players/player.php?p=jastela01,Larry Jaster,USA,1944-01-13,None Attended,False
1967,St. Louis Cardinals,4,Jack Lamabe,https://www.baseball-almanac.com/players/player.php?p=lamabja01,Jack Lamabe,USA,1936-10-03,Springfield College & University of Vermont,True
1967,St. Louis Cardinals,4,Ray Washburn,https://www.baseball-almanac.com/players/player.php?p=washbra01,Ray Washburn,USA,1938-05-31,Whitworth College,True
1967,St. Louis Cardinals,4,Ron Willis,https://www.baseball-almanac.com/players/player.php?p=williro01,Ron Willis,USA,1943-07-12,None Attended,False
1967,St. Louis Cardinals,4,Hal Woodeshick,https://www.baseball-almanac.com/players/player.php?p=woodeha01,Hal Woodeshick,USA,1932-08-24,None Attended,False
1968,St. Louis Cardinals,3,Nelson Briles,https://www.baseball-almanac.com/players/player.php?p=brilene01,Nelson Briles,USA,1943-08-05,University of Santa Clara,True
1968,St. Louis Cardinals,3,Steve Carlton,https://www.baseball-almanac.com/players/player.php?p=carltst01,Steve Carlton,USA,1944-12-22,Miami Dade Community College,True
1968,St. Louis Cardinals,3,Bob Gibson,https://www.baseball-almanac.com/players/player.php?p=gibsobo01,Bob Gibson,USA,1935-11-09,Creighton University,True
1968,St. Louis Cardinals,3,Wayne Granger,https://www.baseball-almanac.com/players/player.php?p=grangwa01,Wayne Granger,USA,1944-03-15,Springfield College,True
1968,St. Louis Cardinals,3,Joe Hoerner,https://www.baseball-almanac.com/players/player.php?p=hoernjo01,Joe Hoerner,USA,1936-11-12,None Attended,False
1968,St. Louis Cardinals,3,Dick Hughes,https://www.baseball-almanac.com/players/player.php?p=hughedi01,Dick Hughes,USA,1938-02-13,University of Arkansas,True
1968,St. Louis Cardinals,3,Larry Jaster,https://www.baseball-almanac.com/players/player.php?p=jastela01,Larry Jaster,USA,1944-01-13,None Attended,False
1968,St. Louis Cardinals,3,Mel Nelson,https://www.baseball-almanac.com/players/player.php?p=nelsome01,Mel Nelson,USA,1936-05-30,None Attended,False
1968,St. Louis Cardinals,3,Ray Washburn,https://www.baseball-almanac.com/players/player.php?p=washbra01,Ray Washburn,USA,1938-05-31,Whitworth College,True
1968,St. Louis Cardinals,3,Ron Willis,https://www.baseball-almanac.com/players/player.php?p=williro01,Ron Willis,USA,1943-07-12,None Attended,False
1969,New York Mets,4,Don Cardwell,https://www.baseball-almanac.com/players/player.php?p=cardwdo01,Don Cardwell,USA,1935-12-07,Appalachian State University,True
1969,New York Mets,4,Gary Gentry,https://www.baseball-almanac.com/players/player.php?p=gentrga01,Gary Gentry,USA,1946-10-06,Arizona State University,True
1969,New York Mets,4,Jerry Koosman,https://www.baseball-almanac.com/players/player.php?p=koosmje01,Jerry Koosman,USA,1942-12-23,None Attended,False
1969,New York Mets,4,Nolan Ryan,https://www.baseball-almanac.com/players/player.php?p=ryanno01,Nolan Ryan,USA,1947-01-31,None Attended,False
1969,New York Mets,4,Tom Seaver,https://www.baseball-almanac.com/players/player.php?p=seaveto01,Tom Seaver,USA,1944-11-17,Fresno City College & University of Southern California,True
1969,New York Mets,4,Ron Taylor,https://www.baseball-almanac.com/players/player.php?p=tayloro01,Ron Taylor,Canada,1937-12-13,Toronto,True
1970,Cincinnati Reds,1,Clay Carroll,https://www.baseball-almanac.com/players/player.php?p=carrocl02,Clay Carroll,USA,1941-05-02,None Attended,False
1970,Cincinnati Reds,1,Tony Cloninger,https://www.baseball-almanac.com/players/player.php?p=clonito01,Tony Cloninger,USA,1940-08-13,None Attended,False
1970,Cincinnati Reds,1,Wayne Granger,https://www.baseball-almanac.com/players/player.php?p=grangwa01,Wayne Granger,USA,1944-03-15,Springfield College,True
1970,Cincinnati Reds,1,Don Gullett,https://www.baseball-almanac.com/players/player.php?p=gulledo01,Don Gullett,USA,1951-01-06,None Attended,False
1970,Cincinnati Reds,1,Jim Mcglothlin,https://www.baseball-almanac.com/players/player.php?p=mcgloji01,Jim Mcglothlin,USA,1943-10-06,None Attended,False
1970,Cincinnati Reds,1,Jim Merritt,https://www.baseball-almanac.com/players/player.php?p=merriji01,Jim Merritt,USA,1943-12-09,None Attended,False
1970,Cincinnati Reds,1,Gary Nolan,https://www.baseball-almanac.com/players/player.php?p=nolanga01,Gary Nolan,USA,1948-05-27,None Attended,False
1970,Cincinnati Reds,1,Ray Washburn,https://www.baseball-almanac.com/players/player.php?p=washbra01,Ray Washburn,USA,1938-05-31,Whitworth College,True
1970,Cincinnati Reds,1,Milt Wilcox,https://www.baseball-almanac.com/players/player.php?p=wilcomi01,Milt Wilcox,USA,1950-04-20,None Attended,False
1971,Pittsburgh Pirates,4,Steve Blass,https://www.baseball-almanac.com/players/player.php?p=blassst01,Steve Blass,USA,1942-04-18,None Attended,False
1971,Pittsburgh Pirates,4,Nelson Briles,https://www.baseball-almanac.com/players/player.php?p=brilene01,Nelson Briles,USA,1943-08-05,University of Santa Clara,True
1971,Pittsburgh Pirates,4,Dock Ellis,https://www.baseball-almanac.com/players/player.php?p=ellisdo01,Dock Ellis,USA,1945-03-11,None Attended,False
1971,Pittsburgh Pirates,4,Dave Giusti,https://www.baseball-almanac.com/players/player.php?p=giustda01,Dave Giusti,USA,1939-11-27,Syracuse University,True
1971,Pittsburgh Pirates,4,Bob Johnson,https://www.baseball-almanac.com/players/player.php?p=johnsbo03,Bob Johnson,USA,1943-04-25,Bradley University (DNP),True
1971,Pittsburgh Pirates,4,Bruce Kison,https://www.baseball-almanac.com/players/player.php?p=kisonbr01,Bruce Kison,USA,1950-02-18,None Attended,False
1971,Pittsburgh Pirates,4,Bob Miller,https://www.baseball-almanac.com/players/player.php?p=millebo04,Bob Miller,USA,1939-02-18,None Attended,False
1971,Pittsburgh Pirates,4,Bob Moose,https://www.baseball-almanac.com/players/player.php?p=moosebo01,Bob Moose,USA,1947-10-09,None Attended,False
1971,Pittsburgh Pirates,4,Bob Veale,https://www.baseball-almanac.com/players/player.php?p=vealebo01,Bob Veale,USA,1935-10-28,Benedictine College,True
1971,Pittsburgh Pirates,4,Luke Walker,https://www.baseball-almanac.com/players/player.php?p=walkelu01,Luke Walker,USA,1943-09-02,None Attended,False
1972,Cincinnati Reds,3,Jack Billingham,https://www.baseball-almanac.com/players/player.php?p=billija01,Jack Billingham,USA,1943-02-21,None Attended,False
1972,Cincinnati Reds,3,Pedro Borbon,https://www.baseball-almanac.com/players/player.php?p=borbope01,Pedro Borbon,Dominican Republic,1946-12-02,None Attended,False
1972,Cincinnati Reds,3,Clay Carroll,https://www.baseball-almanac.com/players/player.php?p=carrocl02,Clay Carroll,USA,1941-05-02,None Attended,False
1972,Cincinnati Reds,3,Ross Grimsley,https://www.baseball-almanac.com/players/player.php?p=grimsro02,Ross Grimsley,USA,1950-01-07,Jackson State Community College,True
1972,Cincinnati Reds,3,Don Gullett,https://www.baseball-almanac.com/players/player.php?p=gulledo01,Don Gullett,USA,1951-01-06,None Attended,False
1972,Cincinnati Reds,3,Tom Hall,https://www.baseball-almanac.com/players/player.php?p=hallto01,Tom Hall,USA,1947-11-23,None Attended,False
1972,Cincinnati Reds,3,Jim Mcglothlin,https://www.baseball-almanac.com/players/player.php?p=mcgloji01,Jim Mcglothlin,USA,1943-10-06,None Attended,False
1972,Cincinnati Reds,3,Gary Nolan,https://www.baseball-almanac.com/players/player.php?p=nolanga01,Gary Nolan,USA,1948-05-27,None Attended,False
1973,New York Mets,3,Jerry Koosman,https://www.baseball-almanac.com/players/player.php?p=koosmje01,Jerry Koosman,USA,1942-12-23,None Attended,False
1973,New York Mets,3,Jon Matlack,https://www.baseball-almanac.com/players/player.php?p=matlajo01,Jon Matlack,USA,1950-01-19,None Attended,False
1973,New York Mets,3,Tug Mcgraw,https://www.baseball-almanac.com/players/player.php?p=mcgratu01,Tug Mcgraw,USA,1944-08-30,None Attended,False
1973,New York Mets,3,Harry Parker,https://www.baseball-almanac.com/players/player.php?p=parkeha01,Harry Parker,USA,1947-09-14,None Attended,False
1973,New York Mets,3,Ray Sadecki,https://www.baseball-almanac.com/players/player.php?p=sadecra01,Ray Sadecki,USA,1940-12-26,None Attended,False
1973,New York Mets,3,Tom Seaver,https://www.baseball-almanac.com/players/player.php?p=seaveto01,Tom Seaver,USA,1944-11-17,Fresno City College & University of Southern California,True
1973,New York Mets,3,George Stone,https://www.baseball-almanac.com/players/player.php?p=stonege02,George Stone,USA,1946-07-09,Louisiana Tech University,True
1974,Los Angeles Dodgers,1,Jim Brewer,https://www.baseball-almanac.com/players/player.php?p=breweji01,Jim Brewer,USA,1937-11-17,None Attended,False
1974,Los Angeles Dodgers,1,Al Downing,https://www.baseball-almanac.com/players/player.php?p=downial01,Al Downing,USA,1941-06-28,Rider College (DNP),True
1974,Los Angeles Dodgers,1,Charlie Hough,https://www.baseball-almanac.com/players/player.php?p=houghch01,Charlie Hough,USA,1948-01-05,None Attended,False
1974,Los Angeles Dodgers,1,Mike Marshall,https://www.baseball-almanac.com/players/player.php?p=marshmi01,Mike Marshall,USA,1943-01-15,Michigan State University (DNP),True
1974,Los Angeles Dodgers,1,Andy Messersmith,https://www.baseball-almanac.com/players/player.php?p=messean01,Andy Messersmith,USA,1945-08-06,"  University of California, Berkeley",True
1974,Los Angeles Dodgers,1,Don Sutton,https://www.baseball-almanac.com/players/player.php?p=suttodo01,Don Sutton,USA,1945-04-02,Whittier College,True
1975,Cincinnati Reds,4,Jack Billingham,https://www.baseball-almanac.com/players/player.php?p=billija01,Jack Billingham,USA,1943-02-21,None Attended,False
1975,Cincinnati Reds,4,Pedro Borbon,https://www.baseball-almanac.com/players/player.php?p=borbope01,Pedro Borbon,Dominican Republic,1946-12-02,None Attended,False
1975,Cincinnati Reds,4,Clay Carroll,https://www.baseball-almanac.com/players/player.php?p=carrocl02,Clay Carroll,USA,1941-05-02,None Attended,False
1975,Cincinnati Reds,4,Pat Darcy,https://www.baseball-almanac.com/players/player.php?p=darcypa01,Pat Darcy,USA,1950-05-12,Mesa Community College,True
1975,Cincinnati Reds,4,Rawly Eastwick,https://www.baseball-almanac.com/players/player.php?p=eastwra01,Rawly Eastwick,USA,1950-10-24,None Attended,False
1975,Cincinnati Reds,4,Don Gullett,https://www.baseball-almanac.com/players/player.php?p=gulledo01,Don Gullett,USA,1951-01-06,None Attended,False
1975,Cincinnati Reds,4,Will Mcenaney,https://www.baseball-almanac.com/players/player.php?p=mcenawi01,Will Mcenaney,USA,1952-02-14,None Attended,False
1975,Cincinnati Reds,4,Gary Nolan,https://www.baseball-almanac.com/players/player.php?p=nolanga01,Gary Nolan,USA,1948-05-27,None Attended,False
1975,Cincinnati Reds,4,Fred Norman,https://www.baseball-almanac.com/players/player.php?p=normafr01,Fred Norman,USA,1942-08-20,None Attended,False
1976,Cincinnati Reds,4,Jack Billingham,https://www.baseball-almanac.com/players/player.php?p=billija01,Jack Billingham,USA,1943-02-21,None Attended,False
1976,Cincinnati Reds,4,Pedro Borbon,https://www.baseball-almanac.com/players/player.php?p=borbope01,Pedro Borbon,Dominican Republic,1946-12-02,None Attended,False
1976,Cincinnati Reds,4,Don Gullett,https://www.baseball-almanac.com/players/player.php?p=gulledo01,Don Gullett,USA,1951-01-06,None Attended,False
1976,Cincinnati Reds,4,Will Mcenaney,https://www.baseball-almanac.com/players/player.php?p=mcenawi01,Will Mcenaney,USA,1952-02-14,None Attended,False
1976,Cincinnati Reds,4,Gary Nolan,https://www.baseball-almanac.com/players/player.php?p=nolanga01,Gary Nolan,USA,1948-05-27,None Attended,False
1976,Cincinnati Reds,4,Fred Norman,https://www.baseball-almanac.com/players/player.php?p=normafr01,Fred Norman,USA,1942-08-20,None Attended,False
1976,Cincinnati Reds,4,Pat Zachry,https://www.baseball-almanac.com/players/player.php?p=zachrpa01,Pat Zachry,USA,1952-04-24,None Attended,False
1977,Los Angeles Dodgers,2,Mike Garman,https://www.baseball-almanac.com/players/player.php?p=garmami01,Mike Garman,USA,1949-09-16,None Attended,False
1977,Los Angeles Dodgers,2,Burt Hooton,https://www.baseball-almanac.com/players/player.php?p=hootobu01,Burt Hooton,USA,1950-02-07,University of Texas at Austin,True
1977,Los Angeles Dodgers,2,Charlie Hough,https://www.baseball-almanac.com/players/player.php?p=houghch01,Charlie Hough,USA,1948-01-05,None Attended,False
1977,Los Angeles Dodgers,2,Tommy John,https://www.baseball-almanac.com/players/player.php?p=johnto01,Tommy John,USA,1943-05-22,Indiana State University (DNP),True
1977,Los Angeles Dodgers,2,Doug Rau,https://www.baseball-almanac.com/players/player.php?p=raudo01,Doug Rau,USA,1948-12-15,Texas A&M University,True
1977,Los Angeles Dodgers,2,Lance Rautzhan,https://www.baseball-almanac.com/players/player.php?p=rautzla01,Lance Rautzhan,USA,1952-08-20,None Attended,False
1977,Los Angeles Dodgers,2,Rick Rhoden,https://www.baseball-almanac.com/players/player.php?p=rhoderi01,Rick Rhoden,USA,1953-05-16,None Attended,False
1977,Los Angeles Dodgers,2,Elias Sosa,https://www.baseball-almanac.com/players/player.php?p=sosael01,Elias Sosa,Dominican Republic,1950-06-10,None Attended,False
1977,Los Angeles Dodgers,2,Don Sutton,https://www.baseball-almanac.com/players/player.php?p=suttodo01,Don Sutton,USA,1945-04-02,Whittier College,True
1978,Los Angeles Dodgers,2,Terry Forster,https://www.baseball-almanac.com/players/player.php?p=forstte01,Terry Forster,USA,1952-01-14,None Attended,False
1978,Los Angeles Dodgers,2,Burt Hooton,https://www.baseball-almanac.com/players/player.php?p=hootobu01,Burt Hooton,USA,1950-02-07,University of Texas at Austin,True
1978,Los Angeles Dodgers,2,Charlie Hough,https://www.baseball-almanac.com/players/player.php?p=houghch01,Charlie Hough,USA,1948-01-05,None Attended,False
1978,Los Angeles Dodgers,2,Tommy John,https://www.baseball-almanac.com/players/player.php?p=johnto01,Tommy John,USA,1943-05-22,Indiana State University (DNP),True
1978,Los Angeles Dodgers,2,Doug Rau,https://www.baseball-almanac.com/players/player.php?p=raudo01,Doug Rau,USA,1948-12-15,Texas A&M University,True
1978,Los Angeles Dodgers,2,Lance Rautzhan,https://www.baseball-almanac.com/players/player.php?p=rautzla01,Lance Rautzhan,USA,1952-08-20,None Attended,False
1978,Los Angeles Dodgers,2,Don Sutton,https://www.baseball-almanac.com/players/player.php?p=suttodo01,Don Sutton,USA,1945-04-02,Whittier College,True
1978,Los Angeles Dodgers,2,Bob Welch,https://www.baseball-almanac.com/players/player.php?p=welchbo01,Bob Welch,USA,1956-11-03,Eastern Michigan University,True
1979,Pittsburgh Pirates,4,Jim Bibby,https://www.baseball-almanac.com/players/player.php?p=bibbyji01,Jim Bibby,USA,1944-10-29,Fayetteville State University,True
1979,Pittsburgh Pirates,4,Bert Blyleven,https://www.baseball-almanac.com/players/player.php?p=blylebe01,Bert Blyleven,Netherlands,1951-04-06,None Attended,False
1979,Pittsburgh Pirates,4,John Candelaria,https://www.baseball-almanac.com/players/player.php?p=candejo01,John Candelaria,USA,1953-11-06,None Attended,False
1979,Pittsburgh Pirates,4,Grant Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksgr01,Grant Jackson,USA,1942-09-28,Bowling Green State University,True
1979,Pittsburgh Pirates,4,Bruce Kison,https://www.baseball-almanac.com/players/player.php?p=kisonbr01,Bruce Kison,USA,1950-02-18,None Attended,False
1979,Pittsburgh Pirates,4,Don Robinson,https://www.baseball-almanac.com/players/player.php?p=robindo01,Don Robinson,USA,1957-06-08,None Attended,False
1979,Pittsburgh Pirates,4,Enrique Romo,https://www.baseball-almanac.com/players/player.php?p=romoen01,Enrique Romo,Mexico,1947-07-15,None Attended,False
1979,Pittsburgh Pirates,4,Jim Rooker,https://www.baseball-almanac.com/players/player.php?p=rookeji01,Jim Rooker,USA,1942-09-23,None Attended,False
1979,Pittsburgh Pirates,4,Kent Tekulve,https://www.baseball-almanac.com/players/player.php?p=tekulke01,Kent Tekulve,USA,1947-03-05,Marietta College,True
1980,Philadelphia Phillies,4,Warren Brusstar,https://www.baseball-almanac.com/players/player.php?p=brusswa01,Warren Brusstar,USA,1952-02-02,"  California State University, Fresno",True
1980,Philadelphia Phillies,4,Marty Bystrom,https://www.baseball-almanac.com/players/player.php?p=bystrma01,Marty Bystrom,USA,1958-07-26,Miami Dade Community College,True
1980,Philadelphia Phillies,4,Steve Carlton,https://www.baseball-almanac.com/players/player.php?p=carltst01,Steve Carlton,USA,1944-12-22,Miami Dade Community College,True
1980,Philadelphia Phillies,4,Larry Christenson,https://www.baseball-almanac.com/players/player.php?p=chrisla01,Larry Christenson,USA,1953-11-10,None Attended,False
1980,Philadelphia Phillies,4,Tug Mcgraw,https://www.baseball-almanac.com/players/player.php?p=mcgratu01,Tug Mcgraw,USA,1944-08-30,None Attended,False
1980,Philadelphia Phillies,4,Dickie Noles,https://www.baseball-almanac.com/players/player.php?p=nolesdi01,Dickie Noles,USA,1956-11-19,None Attended,False
1980,Philadelphia Phillies,4,Ron Reed,https://www.baseball-almanac.com/players/player.php?p=reedro01,Ron Reed,USA,1942-11-02,University of Notre Dame,True
1980,Philadelphia Phillies,4,Dick Ruthven,https://www.baseball-almanac.com/players/player.php?p=ruthvdi01,Dick Ruthven,USA,1951-03-27,Fresno State College,True
1980,Philadelphia Phillies,4,Kevin Saucier,https://www.baseball-almanac.com/players/player.php?p=saucike01,Kevin Saucier,USA,1956-08-09,Pensacola Junior College,True
1980,Philadelphia Phillies,4,Bob Walk,https://www.baseball-almanac.com/players/player.php?p=walkbo01,Bob Walk,USA,1956-11-26,College of the Canyons,True
1981,Los Angeles Dodgers,4,Bobby Castillo,https://www.baseball-almanac.com/players/player.php?p=castibo01,Bobby Castillo,USA,1955-04-18,Los Angeles Valley Junior College,True
1981,Los Angeles Dodgers,4,Terry Forster,https://www.baseball-almanac.com/players/player.php?p=forstte01,Terry Forster,USA,1952-01-14,None Attended,False
1981,Los Angeles Dodgers,4,Dave Goltz,https://www.baseball-almanac.com/players/player.php?p=goltzda01,Dave Goltz,USA,1949-06-23,None Attended,False
1981,Los Angeles Dodgers,4,Burt Hooton,https://www.baseball-almanac.com/players/player.php?p=hootobu01,Burt Hooton,USA,1950-02-07,University of Texas at Austin,True
1981,Los Angeles Dodgers,4,Steve Howe,https://www.baseball-almanac.com/players/player.php?p=howest01,Steve Howe,USA,1958-03-10,University of Michigan,True
