name,birthplace,birthdate,college,link,was_in_college
Tom Dukes,USA,1942-08-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=dukesto01,False
Grant Jackson,USA,1942-09-28,Bowling Green State University,https://www.baseball-almanac.com/players/player.php?p=jacksgr01,True
Vida Blue,USA,1949-07-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=bluevi01,False
Rollie Fingers,USA,1946-08-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=fingero01,False
Dave Hamilton,USA,1947-12-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=hamilda01,False
Ken Holtzman,USA,1945-11-03,University of Illinois at Chicago (DNP) & University of Illinois,https://www.baseball-almanac.com/players/player.php?p=holtzke01,True
Joe Horlen,USA,1937-08-14,Oklahoma State University,https://www.baseball-almanac.com/players/player.php?p=horlejo01,True
Catfish Hunter,USA,1946-04-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=hunteca01,False
Bob Locker,USA,1938-03-15,Iowa State University,https://www.baseball-almanac.com/players/player.php?p=lockebo02,True
Blue Moon Odom,USA,1945-05-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=odombl01,False
Jack Billingham,USA,1943-02-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=billija01,False
Pedro Borbon,Dominican Republic,1946-12-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=borbope01,False
Ross Grimsley,USA,1950-01-07,Jackson State Community College,https://www.baseball-almanac.com/players/player.php?p=grimsro02,True
Tom Hall,USA,1947-11-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=hallto01,False
Darold Knowles,USA,1941-12-09,University of Missouri,https://www.baseball-almanac.com/players/player.php?p=knowlda01,True
Paul Lindblad,USA,1941-08-09,Chanute Junior College (DNP),https://www.baseball-almanac.com/players/player.php?p=lindbpa01,True
Horacio Pina,Mexico,1945-03-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=pinaho01,False
Jon Matlack,USA,1950-01-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=matlajo01,False
Tug Mcgraw,USA,1944-08-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcgratu01,False
Harry Parker,USA,1947-09-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=parkeha01,False
George Stone,USA,1946-07-09,Louisiana Tech University,https://www.baseball-almanac.com/players/player.php?p=stonege02,True
Charlie Hough,USA,1948-01-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=houghch01,False
Mike Marshall,USA,1943-01-15,Michigan State University (DNP),https://www.baseball-almanac.com/players/player.php?p=marshmi01,True
Andy Messersmith,USA,1945-08-06,"  University of California, Berkeley",https://www.baseball-almanac.com/players/player.php?p=messean01,True
Don Sutton,USA,1945-04-02,Whittier College,https://www.baseball-almanac.com/players/player.php?p=suttodo01,True
Pat Darcy,USA,1950-05-12,Mesa Community College,https://www.baseball-almanac.com/players/player.php?p=darcypa01,True
Rawly Eastwick,USA,1950-10-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=eastwra01,False
Will Mcenaney,USA,1952-02-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcenawi01,False
Fred Norman,USA,1942-08-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=normafr01,False
Jim Burton,USA,1949-10-27,University of Michigan,https://www.baseball-almanac.com/players/player.php?p=burtoji01,True
Reggie Cleveland,Canada,1948-05-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=clevere01,False
Dick Drago,USA,1945-06-25,University of Detroit Mercy,https://www.baseball-almanac.com/players/player.php?p=dragodi01,True
Bill Lee,USA,1946-12-28,University of Southern California,https://www.baseball-almanac.com/players/player.php?p=leebi03,True
Roger Moret,Puerto Rico,1949-09-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=moretro01,False
Dick Pole,USA,1950-10-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=poledi01,False
Diego Segui,Cuba,1937-08-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=seguidi01,False
Luis Tiant,Cuba,1940-11-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=tiantlu01,False
Jim Willoughby,USA,1949-01-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=willoji01,False
Rick Wise,USA,1945-09-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=wiseri01,False
Pat Zachry,USA,1952-04-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=zachrpa01,False
Doyle Alexander,USA,1950-09-04,Jefferson Junior College,https://www.baseball-almanac.com/players/player.php?p=alexado01,True
Ed Figueroa,Puerto Rico,1948-10-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=figueed01,False
Sparky Lyle,USA,1944-07-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=lylesp01,False
Dick Tidrow,USA,1947-05-14,Chabot College,https://www.baseball-almanac.com/players/player.php?p=tidrodi01,True
Ken Clay,USA,1954-04-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=clayke01,False
Ron Guidry,USA,1950-08-28,University of Southwestern Louisiana,https://www.baseball-almanac.com/players/player.php?p=guidrro01,True
Mike Torrez,USA,1946-08-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=torremi01,False
Mike Garman,USA,1949-09-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=garmami01,False
Burt Hooton,USA,1950-02-07,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=hootobu01,True
Tommy John,USA,1943-05-22,Indiana State University (DNP),https://www.baseball-almanac.com/players/player.php?p=johnto01,True
Doug Rau,USA,1948-12-15,Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=raudo01,True
Lance Rautzhan,USA,1952-08-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=rautzla01,False
Rick Rhoden,USA,1953-05-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=rhoderi01,False
Elias Sosa,Dominican Republic,1950-06-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=sosael01,False
Jim Beattie,USA,1954-07-04,Dartmouth College,https://www.baseball-almanac.com/players/player.php?p=beattji01,True
Rich Gossage,USA,1951-07-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=gossari01,False
Terry Forster,USA,1952-01-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=forstte01,False
Bob Welch,USA,1956-11-03,Eastern Michigan University,https://www.baseball-almanac.com/players/player.php?p=welchbo01,True
Jim Bibby,USA,1944-10-29,Fayetteville State University,https://www.baseball-almanac.com/players/player.php?p=bibbyji01,True
Bert Blyleven,Netherlands,1951-04-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=blylebe01,False
John Candelaria,USA,1953-11-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=candejo01,False
Don Robinson,USA,1957-06-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=robindo01,False
Enrique Romo,Mexico,1947-07-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=romoen01,False
Jim Rooker,USA,1942-09-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=rookeji01,False
Kent Tekulve,USA,1947-03-05,Marietta College,https://www.baseball-almanac.com/players/player.php?p=tekulke01,True
Mike Flanagan,USA,1951-12-16,University of Massachusetts Amherst,https://www.baseball-almanac.com/players/player.php?p=flanami01,True
Tippy Martinez,USA,1950-05-31,Colorado State University,https://www.baseball-almanac.com/players/player.php?p=martiti01,True
Dennis Martinez,Nicaragua,1954-05-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=martide01,False
Scott Mcgregor,USA,1954-01-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcgresc01,False
Don Stanhouse,USA,1951-02-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=stanhdo01,False
Sammy Stewart,USA,1954-10-28,Montreat-Anderson Junior College,https://www.baseball-almanac.com/players/player.php?p=stewasa01,True
Tim Stoddard,USA,1953-01-24,North Carolina State University,https://www.baseball-almanac.com/players/player.php?p=stoddti01,True
Steve Stone,USA,1947-07-14,Kent State University,https://www.baseball-almanac.com/players/player.php?p=stonest01,True
Warren Brusstar,USA,1952-02-02,"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=brusswa01,True
Marty Bystrom,USA,1958-07-26,Miami Dade Community College,https://www.baseball-almanac.com/players/player.php?p=bystrma01,True
Larry Christenson,USA,1953-11-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=chrisla01,False
Dickie Noles,USA,1956-11-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=nolesdi01,False
Ron Reed,USA,1942-11-02,University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=reedro01,True
Dick Ruthven,USA,1951-03-27,Fresno State College,https://www.baseball-almanac.com/players/player.php?p=ruthvdi01,True
Kevin Saucier,USA,1956-08-09,Pensacola Junior College,https://www.baseball-almanac.com/players/player.php?p=saucike01,True
Bob Walk,USA,1956-11-26,College of the Canyons,https://www.baseball-almanac.com/players/player.php?p=walkbo01,True
Rich Gale,USA,1954-01-19,University of New Hampshire,https://www.baseball-almanac.com/players/player.php?p=galeri01,True
Larry Gura,USA,1947-11-26,Arizona State University,https://www.baseball-almanac.com/players/player.php?p=gurala01,True
Dennis Leonard,USA,1951-05-08,Iona University,https://www.baseball-almanac.com/players/player.php?p=leonade01,True
Renie Martin,USA,1955-08-30,University of Richmond,https://www.baseball-almanac.com/players/player.php?p=martire01,True
Marty Pattin,USA,1943-04-06,Eastern Illinois University,https://www.baseball-almanac.com/players/player.php?p=pattima01,True
Dan Quisenberry,USA,1953-02-07,Orange Coast College & La Verne College,https://www.baseball-almanac.com/players/player.php?p=quiseda01,True
Paul Splittorff,USA,1946-10-08,Morningside College,https://www.baseball-almanac.com/players/player.php?p=splitpa01,True
Bobby Castillo,USA,1955-04-18,Los Angeles Valley Junior College,https://www.baseball-almanac.com/players/player.php?p=castibo01,True
Dave Goltz,USA,1949-06-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=goltzda01,False
Steve Howe,USA,1958-03-10,University of Michigan,https://www.baseball-almanac.com/players/player.php?p=howest01,True
Tom Niedenfuer,USA,1959-08-13,Washington State University,https://www.baseball-almanac.com/players/player.php?p=niedeto01,True
Jerry Reuss,USA,1949-06-19,Southern Illinois (DNP) & UCSB (DNP),https://www.baseball-almanac.com/players/player.php?p=reussje01,True
Dave Stewart,USA,1957-02-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=stewada01,False
Fernando Valenzuela,Mexico,1960-11-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=valenfe01,False
Ron Davis,USA,1955-08-06,Blinn College,https://www.baseball-almanac.com/players/player.php?p=davisro02,True
George Frazier,USA,1954-10-13,University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=frazige01,True
Dave Laroche,USA,1948-05-14,Nevada Southern University,https://www.baseball-almanac.com/players/player.php?p=larocda01,True
Rudy May,USA,1944-07-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=mayru01,False
Rick Reuschel,USA,1949-05-16,Western Illinois University,https://www.baseball-almanac.com/players/player.php?p=reuscri01,True
Dave Righetti,USA,1958-11-28,San Jose Community College,https://www.baseball-almanac.com/players/player.php?p=righeda01,True
Joaquin Andujar,Dominican Republic,1952-12-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=andujjo01,False
Doug Bair,USA,1949-08-22,Bowling Green State University,https://www.baseball-almanac.com/players/player.php?p=bairdo01,True
Bob Forsch,USA,1950-01-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=forscbo01,False
Jeff Lahti,USA,1956-10-08,Portland State University,https://www.baseball-almanac.com/players/player.php?p=lahtije01,True
Dave Lapoint,USA,1959-07-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=lapoida01,False
John Stuper,USA,1957-05-09,La Roche College,https://www.baseball-almanac.com/players/player.php?p=stupejo01,True
Bruce Sutter,USA,1953-01-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=suttebr01,False
Dwight Bernard,USA,1952-05-31,Belmont College,https://www.baseball-almanac.com/players/player.php?p=bernadw01,True
Mike Caldwell,USA,1949-01-22,North Carolina State University,https://www.baseball-almanac.com/players/player.php?p=caldwmi01,True
Moose Haas,USA,1956-04-22,Catonsville Community College,https://www.baseball-almanac.com/players/player.php?p=haasmo01,True
Pete Ladd,USA,1956-07-17,University of Mississippi,https://www.baseball-almanac.com/players/player.php?p=laddpe01,True
Bob Mcclure,USA,1952-04-29,College of San Mateo,https://www.baseball-almanac.com/players/player.php?p=mcclubo01,True
Doc Medich,USA,1948-12-09,University of Pittsburgh,https://www.baseball-almanac.com/players/player.php?p=medicdo01,True
Jim Slaton,USA,1950-06-19,Antelope Valley College,https://www.baseball-almanac.com/players/player.php?p=slatoji01,True
Pete Vuckovich,USA,1952-10-27,Clarion State University,https://www.baseball-almanac.com/players/player.php?p=vuckope01,True
Mike Boddicker,USA,1957-08-23,University of Iowa,https://www.baseball-almanac.com/players/player.php?p=boddimi01,True
Storm Davis,USA,1961-12-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=davisst02,False
Larry Andersen,USA,1953-05-06,Bellevue Community College,https://www.baseball-almanac.com/players/player.php?p=anderla02,True
John Denny,USA,1952-11-08,Southern Illinois University (DNP),https://www.baseball-almanac.com/players/player.php?p=dennyjo01,True
Willie Hernandez,Puerto Rico,1954-11-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=hernawi01,False
Al Holland,USA,1952-08-16,North Carolina A&T State University,https://www.baseball-almanac.com/players/player.php?p=hollaal01,True
Charles Hudson,USA,1959-03-16,Prairie View A&M University,https://www.baseball-almanac.com/players/player.php?p=hudsoch02,True
Aurelio Lopez,Mexico,1948-09-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=lopezau01,False
Jack Morris,USA,1955-05-16,Brigham Young University,https://www.baseball-almanac.com/players/player.php?p=morrija02,True
Dan Petry,USA,1958-11-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=petryda01,False
Bill Scherrer,USA,1958-01-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=scherbi01,False
Greg Booker,USA,1960-06-22,Elon College,https://www.baseball-almanac.com/players/player.php?p=bookegr01,True
Dave Dravecky,USA,1956-02-14,Youngstown State University,https://www.baseball-almanac.com/players/player.php?p=draveda01,True
Greg Harris,USA,1955-11-02,Long Beach City College,https://www.baseball-almanac.com/players/player.php?p=harrigr01,True
Andy Hawkins,USA,1960-01-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=hawkian01,False
Craig Lefferts,Germany,1957-09-29,University of Arizona,https://www.baseball-almanac.com/players/player.php?p=leffecr01,True
Tim Lollar,USA,1956-03-17,University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=lollati01,True
Eric Show,USA,1956-05-19,"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=shower01,True
Mark Thurmond,USA,1956-09-12,Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=thurmma01,True
Ed Whitson,USA,1955-05-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=whitsed01,False
Joe Beckwith,USA,1955-01-28,Auburn University,https://www.baseball-almanac.com/players/player.php?p=beckwjo01,True
Bud Black,USA,1957-06-30,San Diego State University,https://www.baseball-almanac.com/players/player.php?p=blackbu02,True
Danny Jackson,USA,1962-01-05,University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=jacksda02,True
Charlie Leibrandt,USA,1956-10-04,Miami University,https://www.baseball-almanac.com/players/player.php?p=leibrch01,True
Bret Saberhagen,USA,1964-04-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=saberbr01,False
Bill Campbell,USA,1948-08-09,Mount San Antonio Junior College,https://www.baseball-almanac.com/players/player.php?p=campbbi02,True
Danny Cox,England,1959-09-21,Troy State University,https://www.baseball-almanac.com/players/player.php?p=coxda01,True
Ken Dayley,USA,1959-02-25,University of Portland,https://www.baseball-almanac.com/players/player.php?p=dayleke01,True
Ricky Horton,USA,1959-07-30,University of Virginia,https://www.baseball-almanac.com/players/player.php?p=hortori01,True
John Tudor,USA,1954-02-02,Georgia Southern College,https://www.baseball-almanac.com/players/player.php?p=tudorjo01,True
Todd Worrell,USA,1959-09-28,Biola University,https://www.baseball-almanac.com/players/player.php?p=worreto01,True
Rick Aguilera,USA,1961-12-31,Brigham Young University,https://www.baseball-almanac.com/players/player.php?p=aguilri01,True
Ron Darling,USA,1960-08-19,Yale University,https://www.baseball-almanac.com/players/player.php?p=darliro01,True
Sid Fernandez,USA,1962-10-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=fernasi01,False
Dwight Gooden,USA,1964-11-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=goodedw01,False
Roger Mcdowell,USA,1960-12-21,Bowling Green State University,https://www.baseball-almanac.com/players/player.php?p=mcdowro01,True
Bob Ojeda,USA,1957-12-17,College of the Sequoias,https://www.baseball-almanac.com/players/player.php?p=ojedabo01,True
Jesse Orosco,USA,1957-04-21,Santa Barbara City College,https://www.baseball-almanac.com/players/player.php?p=oroscje01,True
Doug Sisk,USA,1957-09-26,Washington State University,https://www.baseball-almanac.com/players/player.php?p=siskdo01,True
Oil Can Boyd,USA,1959-10-06,Jackson State University,https://www.baseball-almanac.com/players/player.php?p=boydoi01,True
Roger Clemens,USA,1962-08-04,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=clemero02,True
Steve Crawford,USA,1958-04-29,Claremore Junior College,https://www.baseball-almanac.com/players/player.php?p=crawfst01,True
Bruce Hurst,USA,1958-03-24,Dixie Junior College,https://www.baseball-almanac.com/players/player.php?p=hurstbr01,True
Al Nipper,USA,1959-04-02,Northeast Missouri State University,https://www.baseball-almanac.com/players/player.php?p=nippeal01,True
Joe Sambito,USA,1952-06-28,Adelphi University,https://www.baseball-almanac.com/players/player.php?p=sambijo01,True
Calvin Schiraldi,USA,1962-06-16,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=schirca01,True
Bob Stanley,USA,1954-11-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=stanlbo01,False
Keith Atherton,USA,1959-02-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=atherke01,False
Juan Berenguer,Panama,1954-11-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=berenju01,False
Joe Niekro,USA,1944-11-07,West Liberty State College,https://www.baseball-almanac.com/players/player.php?p=niekrjo01,True
Jeff Reardon,USA,1955-10-01,University of Massachusetts Amherst,https://www.baseball-almanac.com/players/player.php?p=reardje01,True
Dan Schatzeder,USA,1954-12-01,University of Denver,https://www.baseball-almanac.com/players/player.php?p=schatda01,True
Les Straker,Venezuela,1959-10-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=strakle01,False
Frank Viola,USA,1960-04-19,St. John's University,https://www.baseball-almanac.com/players/player.php?p=violafr01,True
Joe Magrane,USA,1964-07-02,University of Arizona,https://www.baseball-almanac.com/players/player.php?p=magrajo01,True
Greg Mathews,USA,1962-05-17,Cal State Fullerton,https://www.baseball-almanac.com/players/player.php?p=mathegr01,True
Lee Tunnell,USA,1960-10-30,Baylor University,https://www.baseball-almanac.com/players/player.php?p=tunnele01,True
Tim Belcher,USA,1961-10-19,Mount Vernon Nazarene College,https://www.baseball-almanac.com/players/player.php?p=belchti01,True
Orel Hershiser,USA,1958-09-16,Bowling Green State University,https://www.baseball-almanac.com/players/player.php?p=hershor01,True
Brian Holton,USA,1959-11-29,Louisburg Junior College,https://www.baseball-almanac.com/players/player.php?p=holtobr01,True
Jay Howell,USA,1955-11-26,University of Colorado,https://www.baseball-almanac.com/players/player.php?p=howelja01,True
Tim Leary,USA,1958-12-23,"  University of California, Los Angeles",https://www.baseball-almanac.com/players/player.php?p=learyti01,True
Alejandro Pena,Dominican Republic,1959-06-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=penaal01,False
Todd Burns,USA,1963-07-06,Oral Roberts University,https://www.baseball-almanac.com/players/player.php?p=burnsto02,True
Greg Cadaret,USA,1962-02-27,Grand Valley State University,https://www.baseball-almanac.com/players/player.php?p=cadargr01,True
Dennis Eckersley,USA,1954-10-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=eckerde01,False
Rick Honeycutt,USA,1954-06-29,University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=honeyri01,True
Gene Nelson,USA,1960-12-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=nelsoge01,False
Eric Plunk,USA,1963-09-03,"  California State University, Dominguez Hills",https://www.baseball-almanac.com/players/player.php?p=plunker01,True
Curt Young,USA,1960-04-16,Central Michigan University,https://www.baseball-almanac.com/players/player.php?p=youngcu01,True
Mike Moore,USA,1959-11-26,Oral Roberts University,https://www.baseball-almanac.com/players/player.php?p=mooremi01,True
Steve Bedrosian,USA,1957-12-06,University of New Haven,https://www.baseball-almanac.com/players/player.php?p=bedrost01,True
Jeff Brantley,USA,1963-09-05,Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=brantje01,True
Kelly Downs,USA,1960-10-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=downske01,False
Scott Garrelts,USA,1961-10-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=garresc01,False
Atlee Hammaker,USA,1958-01-24,East Tennessee State University,https://www.baseball-almanac.com/players/player.php?p=hammaat01,True
Mike Lacoss,USA,1956-05-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=lacosmi01,False
Jack Armstrong,USA,1965-03-07,Rider & Oklahoma,https://www.baseball-almanac.com/players/player.php?p=armstja01,True
Tom Browning,USA,1960-04-28,Le Moyne College & Tennessee Wesleyan University,https://www.baseball-almanac.com/players/player.php?p=brownto05,True
Norm Charlton,USA,1963-01-06,Rice University,https://www.baseball-almanac.com/players/player.php?p=charlno01,True
Rob Dibble,USA,1964-01-24,Florida Southern College,https://www.baseball-almanac.com/players/player.php?p=dibblro01,True
Randy Myers,USA,1962-09-19,Clark College,https://www.baseball-almanac.com/players/player.php?p=myersra01,True
Jose Rijo,Dominican Republic,1965-05-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=rijojo01,False
Scott Scudder,USA,1968-02-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=scuddsc01,False
Joe Klink,USA,1962-02-03,Biscayne College,https://www.baseball-almanac.com/players/player.php?p=klinkjo01,True
Scott Sanderson,USA,1956-07-22,Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=sandesc01,True
Scott Erickson,USA,1968-02-02,University of Arizona,https://www.baseball-almanac.com/players/player.php?p=ericksc01,True
Mark Guthrie,USA,1965-09-22,Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=guthrma01,True
Terry Leach,USA,1954-03-13,Auburn University,https://www.baseball-almanac.com/players/player.php?p=leachte01,True
Kevin Tapani,USA,1964-02-18,Central Michigan University,https://www.baseball-almanac.com/players/player.php?p=tapanke01,True
David West,USA,1964-09-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=westda01,False
Carl Willis,USA,1960-12-28,University of North Carolina at Wilmington,https://www.baseball-almanac.com/players/player.php?p=willica01,True
Steve Avery,USA,1970-04-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=averyst01,False
Jim Clancy,USA,1955-12-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=clancji01,False
Tom Glavine,USA,1966-03-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=glavito02,False
Kent Mercker,USA,1968-02-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=merckke01,False
John Smoltz,USA,1967-05-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=smoltjo01,False
Mike Stanton,USA,1967-06-02,Alvin JC & Southwestern University,https://www.baseball-almanac.com/players/player.php?p=stantmi02,True
Randy St. Claire,USA,1960-08-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=stclra01,False
Mark Wohlers,USA,1970-01-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=wohlema01,False
David Cone,USA,1963-01-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=coneda01,False
Mark Eichhorn,USA,1960-11-21,Cabrillo College,https://www.baseball-almanac.com/players/player.php?p=eichhma01,True
Juan Guzman,Dominican Republic,1966-10-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=guzmaju01,False
Tom Henke,USA,1957-12-21,Southwest Texas State University,https://www.baseball-almanac.com/players/player.php?p=henketo01,True
Jimmy Key,USA,1961-04-22,Clemson University,https://www.baseball-almanac.com/players/player.php?p=keyji01,True
Todd Stottlemyre,USA,1965-05-20,Yakima Valley Community College & UNLV,https://www.baseball-almanac.com/players/player.php?p=stottto01,True
Mike Timlin,USA,1966-03-10,Southwestern University,https://www.baseball-almanac.com/players/player.php?p=timlimi01,True
Duane Ward,USA,1964-05-28,Rancho Santiago,https://www.baseball-almanac.com/players/player.php?p=warddu01,True
David Wells,USA,1963-05-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=wellsda01,False
Pete Smith,USA,1966-02-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=smithpe02,False
Tony Castillo,Venezuela,1963-03-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=castito02,False
Pat Hentgen,USA,1968-11-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=hentgpa01,False
Al Leiter,USA,1965-10-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=leiteal01,False
Tommy Greene,USA,1967-04-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=greento01,False
Roger Mason,USA,1957-09-18,Saginaw Valley State,https://www.baseball-almanac.com/players/player.php?p=masonro01,True
Terry Mulholland,USA,1963-03-09,Marietta College,https://www.baseball-almanac.com/players/player.php?p=mulhote01,True
Ben Rivera,Dominican Republic,1968-01-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=riverbe01,False
Curt Schilling,USA,1966-11-14,Yavapai Community College,https://www.baseball-almanac.com/players/player.php?p=schilcu01,True
Bobby Thigpen,USA,1963-07-17,Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=thigpbo01,True
Mitch Williams,USA,1964-11-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=willimi02,False
Pedro Borbon,Dominican Republic,1967-11-15,Ranger Junior College,https://www.baseball-almanac.com/players/player.php?p=borbope02,True
Brad Clontz,USA,1971-04-25,Virginia Tech,https://www.baseball-almanac.com/players/player.php?p=clontbr01,True
Greg Maddux,USA,1966-04-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=maddugr01,False
Greg Mcmichael,USA,1966-12-01,University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=mcmicgr01,True
Paul Assenmacher,USA,1960-12-10,Aquinas College,https://www.baseball-almanac.com/players/player.php?p=assenpa01,True
Alan Embree,USA,1970-01-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=embreal01,False
Ken Hill,USA,1965-12-14,North Adams State College,https://www.baseball-almanac.com/players/player.php?p=hillke01,True
Jose Mesa,Dominican Republic,1966-05-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=mesajo01,False
Charles Nagy,USA,1967-05-05,University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=nagych01,True
Jim Poole,USA,1966-04-28,Georgia Institute of Technology,https://www.baseball-almanac.com/players/player.php?p=pooleji02,True
Julian Tavarez,Dominican Republic,1973-05-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=tavarju01,False
Brian Boehringer,USA,1969-01-08,"  University of Nevada, Las Vegas",https://www.baseball-almanac.com/players/player.php?p=boehrbr01,True
Graeme Lloyd,Australia,1967-04-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=lloydgr01,False
Jeff Nelson,USA,1966-11-17,Catonsville Community College,https://www.baseball-almanac.com/players/player.php?p=nelsoje01,True
Andy Pettitte,USA,1972-06-15,San Jacinto Junior College,https://www.baseball-almanac.com/players/player.php?p=pettian01,True
